gen,spacing_mean,spacing_std
0,0.03055061643896984,0.019921271918376934
1,0.036664639028143,0.025092992469487967
2,0.03269332231030218,0.022012841258442484
3,0.0340153629839512,0.022561562621186564
4,0.031618252685856205,0.024427365732252515
5,0.03164988681172058,0.020891535583525002
6,0.02611519048910028,0.015341351017027778
7,0.025643947795715986,0.01835248795015186
8,0.023088957765264137,0.01366895353106499
9,0.02375967366855958,0.015942305010117522
10,0.024000477727791025,0.015446192288701989
11,0.022503916836122604,0.013807110901047038
12,0.02099386892278365,0.011243959770699698
13,0.0218426464354408,0.01318858095383627
14,0.020526761340181054,0.01255746187853433
15,0.02005874788302996,0.011118794623730931
16,0.019301697444439974,0.011535124821449926
17,0.019007876101823067,0.01127321403763904
18,0.019290224854789175,0.011129149544465764
19,0.01846326438407436,0.010791095234025421
20,0.01838207170735275,0.01073633622641202
21,0.01826490300661521,0.011178116964010767
22,0.01822807330369543,0.010955723307738011
23,0.01807001247941258,0.011810081533975895
24,0.019621347802100935,0.013852410536487097
25,0.018551867476077993,0.01305497660044684
26,0.01720997063669111,0.011887771178940673
27,0.01832691044478548,0.012402329691548242
28,0.020464834852344706,0.01652963937811062
29,0.016945698815408212,0.010281723065069043
30,0.01700846338033677,0.01166002182200762
31,0.019862530735809767,0.014699528454509414
32,0.018508185662162537,0.012339951819853806
33,0.0199633302901404,0.016243393586765527
34,0.017379357886625195,0.011157091410508743
35,0.018568717869883167,0.014805719253241685
36,0.01532202803795419,0.008862869828395804
37,0.01643427530543668,0.01029829439023943
38,0.015880607946030932,0.008897101869567665
39,0.017154189357232626,0.011208328378640239
40,0.017289350975338718,0.011453866995846683
41,0.01649096433242051,0.010105634457379987
42,0.016723561143172326,0.009711807876679203
43,0.016249061892561596,0.009667406042809837
44,0.016982485890234898,0.010525481916111796
45,0.016605437418931588,0.01221282115223206
46,0.017407701489114157,0.012323954390226839
47,0.018709696671902292,0.012705851467368006
48,0.01736271044648942,0.01270888875960103
49,0.015838059897770512,0.010690506047765592
50,0.01838571514460352,0.013751587527535573
51,0.01716974591587822,0.011997828132973377
52,0.016801057935043717,0.011732754673174856
53,0.01790598584351706,0.013222387412204589
54,0.018625816011752082,0.013787029489522385
55,0.018461315361217225,0.012758673279256427
56,0.018596291605927507,0.014373232727445928
57,0.016754794321515495,0.011321392183600676
58,0.017725526247580413,0.012296499905314172
59,0.01857499097426369,0.014113426581267543
60,0.016896952685952718,0.011959184946309388
61,0.016651757829589876,0.011317715724456702
62,0.017758480732501483,0.012016578447728661
63,0.018477862450114457,0.013131904927082926
64,0.017192916211902057,0.010606179931818182
65,0.017003518438382225,0.00990303174598899
66,0.0174234469231483,0.010725064746228533
67,0.01775823481078742,0.011673280569892457
68,0.016620733504891724,0.010091291917021523
69,0.01648259004307846,0.00961702630555371
70,0.01646996917118774,0.010035298558660725
71,0.017463428974825113,0.011359480007574098
72,0.01746904265190706,0.012381088213224402
73,0.018055469046268157,0.013112026036386254
74,0.017544488407052878,0.012580634809269211
75,0.017916464706117418,0.011554588956140473
76,0.01770011822600364,0.011697192817899417
77,0.01754735666072815,0.010758515354283703
78,0.017146623157772288,0.010764617887729214
79,0.01743941507160042,0.011203658755930108
80,0.0172892084035951,0.011769055354783595
81,0.016448745878747523,0.012751285789581386
82,0.01706097617137164,0.01381714214978777
83,0.017351220123368753,0.014304308984181488
84,0.017446149028672326,0.014478439925727563
85,0.016623003990673416,0.012720842313040293
86,0.01790572908955588,0.014160188408636826
87,0.01670683050350836,0.013342520090946199
88,0.016650793724045817,0.01326692707852496
89,0.016450416616214738,0.012078123105854426
90,0.017571357896145976,0.015151136482124957
91,0.01718072942747943,0.013505780516563048
92,0.016626778251532477,0.01192329310970926
93,0.01658586138068211,0.0114016666817905
94,0.016713851032446367,0.01213714262479552
95,0.01710145981847491,0.012695800150359798
96,0.015959914387557762,0.010784005606664359
97,0.01582307941768,0.010591295211845611
98,0.015622657787630907,0.01061793022691721
99,0.01616656971002501,0.012208718348393403
100,0.015942616263135107,0.011748171487806377
101,0.016410448672843286,0.012092543507462484
102,0.016261751124720072,0.011076249605233091
103,0.01654170298341484,0.012436583008862898
104,0.01580516534268479,0.011492291958849906
105,0.017034552525980615,0.011999486121783257
106,0.017457914520344106,0.012196479087099442
107,0.01708398919842147,0.011492893355609707
108,0.018200401598150655,0.01380349164525514
109,0.019615432789469266,0.014521434639084214
110,0.020414758436513105,0.015384414401096507
111,0.018727851416998665,0.013271872621421515
112,0.018306800075421892,0.013196125488841543
113,0.017492658263237863,0.011811268469772481
114,0.018572587052461786,0.01311166869857366
