gen,hv_mean,hv_std
0,0.03034999999999999,0.049201651395049735
1,0.03034999999999999,0.049201651395049735
2,0.03034999999999999,0.049201651395049735
3,0.03034999999999999,0.049201651395049735
4,0.03034999999999999,0.049201651395049735
5,0.06661666666666667,0.10683177455961104
6,0.06661666666666667,0.10683177455961104
7,0.06661666666666667,0.10683177455961104
8,0.06661666666666667,0.10683177455961104
9,0.06661666666666667,0.10683177455961104
10,0.08330000000000001,0.12618779655735332
11,0.08330000000000001,0.12618779655735332
12,0.08330000000000001,0.12618779655735332
13,0.08330000000000001,0.12618779655735332
14,0.08330000000000001,0.12618779655735332
15,0.09366666666666669,0.1372349161919889
16,0.09366666666666669,0.1372349161919889
17,0.09366666666666669,0.1372349161919889
18,0.09366666666666669,0.1372349161919889
19,0.09366666666666669,0.1372349161919889
20,0.10116666666666668,0.14576598444843786
21,0.10116666666666668,0.14576598444843786
22,0.10116666666666668,0.14576598444843786
23,0.10116666666666668,0.14576598444843786
24,0.10116666666666668,0.14576598444843786
25,0.10655,0.15080933602842142
26,0.10655,0.15080933602842142
27,0.10655,0.15080933602842142
28,0.10655,0.15080933602842142
29,0.10655,0.15080933602842142
30,0.11270000000000001,0.15792876031088615
31,0.11270000000000001,0.15792876031088615
32,0.11270000000000001,0.15792876031088615
33,0.11270000000000001,0.15792876031088615
34,0.11270000000000001,0.15792876031088615
35,0.11643333333333336,0.16216327848464615
36,0.11643333333333336,0.16216327848464615
37,0.11643333333333336,0.16216327848464615
38,0.11643333333333336,0.16216327848464615
39,0.11643333333333336,0.16216327848464615
40,0.11973333333333333,0.16475930592500349
41,0.11973333333333333,0.16475930592500349
42,0.11973333333333333,0.16475930592500349
43,0.11973333333333333,0.16475930592500349
44,0.11973333333333333,0.16475930592500349
45,0.12359999999999997,0.17358942940167757
46,0.12359999999999997,0.17358942940167757
47,0.12359999999999997,0.17358942940167757
48,0.12359999999999997,0.17358942940167757
49,0.12359999999999997,0.17358942940167757
50,0.12655,0.17826339828093335
51,0.12655,0.17826339828093335
52,0.12655,0.17826339828093335
53,0.12655,0.17826339828093335
54,0.12655,0.17826339828093335
55,0.12794999999999998,0.17952749789377673
56,0.12794999999999998,0.17952749789377673
57,0.12794999999999998,0.17952749789377673
58,0.12794999999999998,0.17952749789377673
59,0.12794999999999998,0.17952749789377673
60,0.12931666666666666,0.18150442985105225
61,0.12931666666666666,0.18150442985105225
62,0.12931666666666666,0.18150442985105225
63,0.12931666666666666,0.18150442985105225
64,0.12931666666666666,0.18150442985105225
65,0.1320333333333333,0.18417790010989074
66,0.1320333333333333,0.18417790010989074
67,0.1320333333333333,0.18417790010989074
68,0.1320333333333333,0.18417790010989074
69,0.1320333333333333,0.18417790010989074
70,0.1341166666666667,0.1857824302480966
71,0.1341166666666667,0.1857824302480966
72,0.1341166666666667,0.1857824302480966
73,0.1341166666666667,0.1857824302480966
74,0.1341166666666667,0.1857824302480966
75,0.13535,0.18675657730496845
76,0.13535,0.18675657730496845
77,0.13535,0.18675657730496845
78,0.13535,0.18675657730496845
79,0.13535,0.18675657730496845
80,0.13615000000000002,0.18690961050732519
81,0.13615000000000002,0.18690961050732519
82,0.13615000000000002,0.18690961050732519
83,0.13615000000000002,0.18690961050732519
84,0.13615000000000002,0.18690961050732519
85,0.1389333333333333,0.19101674155831352
86,0.1389333333333333,0.19101674155831352
87,0.1389333333333333,0.19101674155831352
88,0.1389333333333333,0.19101674155831352
89,0.1389333333333333,0.19101674155831352
90,0.14073333333333332,0.19376445035718554
91,0.14073333333333332,0.19376445035718554
92,0.14073333333333332,0.19376445035718554
93,0.14073333333333332,0.19376445035718554
94,0.14073333333333332,0.19376445035718554
95,0.14213333333333336,0.19467909206920217
96,0.14213333333333336,0.19467909206920217
97,0.14213333333333336,0.19467909206920217
98,0.14213333333333336,0.19467909206920217
99,0.14213333333333336,0.19467909206920217
100,0.1430666666666667,0.19549858197837544
101,0.1430666666666667,0.19549858197837544
102,0.1430666666666667,0.19549858197837544
103,0.1430666666666667,0.19549858197837544
104,0.1430666666666667,0.19549858197837544
105,0.14419999999999997,0.19684607353632091
106,0.14419999999999997,0.19684607353632091
107,0.14419999999999997,0.19684607353632091
108,0.14419999999999997,0.19684607353632091
109,0.14419999999999997,0.19684607353632091
110,0.1449,0.19704239814483243
111,0.1449,0.19704239814483243
112,0.1449,0.19704239814483243
113,0.1449,0.19704239814483243
114,0.1449,0.19704239814483243
115,0.14601666666666668,0.19849884480492297
116,0.14601666666666668,0.19849884480492297
117,0.14601666666666668,0.19849884480492297
118,0.14601666666666668,0.19849884480492297
119,0.14601666666666668,0.19849884480492297
120,0.14645000000000005,0.19835021006626977
121,0.14645000000000005,0.19835021006626977
122,0.14645000000000005,0.19835021006626977
123,0.14645000000000005,0.19835021006626977
124,0.14645000000000005,0.19835021006626977
125,0.14701666666666666,0.1991431848082067
126,0.14701666666666666,0.1991431848082067
127,0.14701666666666666,0.1991431848082067
128,0.14701666666666666,0.1991431848082067
129,0.14701666666666666,0.1991431848082067
130,0.14833333333333337,0.20116524440259445
131,0.14833333333333337,0.20116524440259445
132,0.14833333333333337,0.20116524440259445
133,0.14833333333333337,0.20116524440259445
