0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0075,0.0075,0.0075,0.009,0.009,0.009,0.009,0.009,0.016,0.016,0.016,0.016,0.016,0.0205,0.0205,0.0205,0.0205,0.0205,0.027,0.027,0.027,0.027,0.027,0.0285,0.0285,0.0285,0.0285,0.0285,0.028,0.028,0.028,0.028,0.028,0.0315,0.0315,0.0315,0.0315,0.0315,0.0335,0.0335,0.0335,0.0335,0.0335,0.0345,0.0345,0.0345,0.0345,0.0345,0.0355,0.0355,0.0355,0.0355,0.0355,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.038,0.038,0.038,0.038,0.039,0.039,0.039,0.039,0.039,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.0415,0.0415,0.0415,0.0415,0.0415,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.0415,0.0415,0.0415,0.0415,0.0415,0.044,0.044,0.044,0.044,0.044,0.0455,0.0455,0.0455,0.0455,0.0455,0.046,0.046,0.046,0.046,0.046,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.043,0.043,0.043,0.043,0.043,0.044,0.044,0.044,0.044,0.044,0.046,0.046,0.046,0.046,0.046,0.0475,0.0475,0.0475,0.0475,0.0475
0.0755,0.0755,0.0755,0.0755,0.0755,0.095,0.095,0.095,0.095,0.095,0.108,0.108,0.108,0.108,0.108,0.123,0.123,0.123,0.123,0.123,0.128,0.128,0.128,0.128,0.128,0.131,0.131,0.131,0.131,0.131,0.1555,0.1555,0.1555,0.1555,0.1555,0.158,0.158,0.158,0.158,0.158,0.159,0.159,0.159,0.159,0.159,0.158,0.158,0.158,0.158,0.158,0.163,0.163,0.163,0.163,0.163,0.1625,0.1625,0.1625,0.1625,0.1625,0.1615,0.1615,0.1615,0.1615,0.1615,0.1685,0.1685,0.1685,0.1685,0.1685,0.167,0.167,0.167,0.167,0.167,0.17,0.17,0.17,0.17,0.17,0.169,0.169,0.169,0.169,0.169,0.1705,0.1705,0.1705,0.1705,0.1705,0.169,0.169,0.169,0.169,0.169,0.1855,0.1855,0.1855,0.1855,0.1855,0.1885,0.1885,0.1885,0.1885,0.1885,0.1965,0.1965,0.1965,0.1965,0.1965,0.1965,0.1965,0.1965,0.1965,0.1965,0.197,0.197,0.197,0.197,0.197,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.196,0.196,0.196,0.196,0.196,0.2005,0.2005,0.2005,0.2005,0.2005,0.2035,0.2035,0.2035,0.2035,0.2035,0.207,0.207,0.207,0.207,0.207,0.206,0.206,0.206,0.206,0.206,0.2065,0.2065,0.2065,0.2065,0.2065
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0025,0.0025,0.0025,0.0025,0.0025,0.003,0.003,0.003,0.003,0.003,0.0035,0.0035,0.0035,0.0035,0.0035,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.005,0.005,0.005,0.005,0.005,0.0055,0.0055,0.0055,0.0055,0.0055,0.005,0.005,0.005,0.005,0.005,0.0075,0.0075,0.0075,0.0075,0.0075,0.006,0.006,0.006,0.006,0.006,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.0075,0.0075,0.0075,0.0075,0.0075,0.009,0.009,0.009,0.009,0.009,0.0085,0.0085,0.0085,0.0085,0.0085,0.0095,0.0095,0.0095,0.0095,0.0095,0.009,0.009,0.009,0.009,0.009,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.0085,0.0085,0.0085,0.0085,0.0085
0.0,0.0,0.0,0.0,0.0,0.0065,0.0065,0.0065,0.0065,0.0065,0.011,0.011,0.011,0.011,0.011,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0.022,0.022,0.022,0.022,0.022,0.028,0.028,0.028,0.028,0.028,0.033,0.033,0.033,0.033,0.033,0.034,0.034,0.034,0.034,0.034,0.036,0.036,0.036,0.036,0.036,0.038,0.038,0.038,0.038,0.038,0.041,0.041,0.041,0.041,0.041,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.043,0.043,0.043,0.043,0.043,0.044,0.044,0.044,0.044,0.044,0.047,0.047,0.047,0.047,0.047,0.0485,0.0485,0.0485,0.0485,0.0485,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.0525,0.0525,0.0525,0.0525,0.0525,0.053,0.053,0.053,0.053,0.053,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.054,0.054,0.054,0.054,0.054,0.0535,0.0535,0.0535,0.0535,0.0535,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.0565,0.0565,0.0565,0.0565,0.0565
0.0025,0.0025,0.0025,0.0025,0.0025,0.022,0.022,0.022,0.022,0.022,0.0325,0.0325,0.0325,0.0325,0.0325,0.0425,0.0425,0.0425,0.0425,0.0425,0.0465,0.0465,0.0465,0.0465,0.0465,0.05,0.05,0.05,0.05,0.05,0.0525,0.0525,0.0525,0.0525,0.0525,0.0555,0.0555,0.0555,0.0555,0.0555,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.062,0.062,0.062,0.062,0.062,0.063,0.063,0.063,0.063,0.063,0.0625,0.0625,0.0625,0.0625,0.0625,0.062,0.062,0.062,0.062,0.062,0.064,0.064,0.064,0.064,0.064,0.065,0.065,0.065,0.065,0.065,0.0655,0.0655,0.0655,0.0655,0.0655,0.0665,0.0665,0.0665,0.0665,0.0665,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.069,0.069,0.069,0.069,0.069,0.072,0.072,0.072,0.072,0.072,0.0745,0.0745,0.0745,0.0745,0.0745,0.077,0.077,0.077,0.077,0.077,0.0795,0.0795,0.0795,0.0795,0.0795,0.081,0.081,0.081,0.081,0.081,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
0.1265,0.1265,0.1265,0.1265,0.1265,0.239,0.239,0.239,0.239,0.239,0.2715,0.2715,0.2715,0.2715,0.2715,0.2945,0.2945,0.2945,0.2945,0.2945,0.319,0.319,0.319,0.319,0.319,0.334,0.334,0.334,0.334,0.334,0.345,0.345,0.345,0.345,0.345,0.351,0.351,0.351,0.351,0.351,0.375,0.375,0.375,0.375,0.375,0.378,0.378,0.378,0.378,0.378,0.3845,0.3845,0.3845,0.3845,0.3845,0.3875,0.3875,0.3875,0.3875,0.3875,0.3875,0.3875,0.3875,0.3875,0.3875,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.396,0.396,0.396,0.396,0.396,0.397,0.397,0.397,0.397,0.397,0.4005,0.4005,0.4005,0.4005,0.4005,0.4045,0.4045,0.4045,0.4045,0.4045,0.408,0.408,0.408,0.408,0.408,0.4075,0.4075,0.4075,0.4075,0.4075,0.411,0.411,0.411,0.411,0.411,0.412,0.412,0.412,0.412,0.412,0.411,0.411,0.411,0.411,0.411,0.4125,0.4125,0.4125,0.4125,0.4125,0.412,0.412,0.412,0.412,0.412,0.4125,0.4125,0.4125,0.4125,0.4125,0.413,0.413,0.413,0.413,0.413,0.415,0.415,0.415,0.415,0.415,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.418,0.418,0.418,0.418,0.418
0.0805,0.0805,0.0805,0.0805,0.0805,0.147,0.147,0.147,0.147,0.147,0.186,0.186,0.186,0.186,0.186,0.2125,0.2125,0.2125,0.2125,0.2125,0.2335,0.2335,0.2335,0.2335,0.2335,0.2605,0.2605,0.2605,0.2605,0.2605,0.2655,0.2655,0.2655,0.2655,0.2655,0.2685,0.2685,0.2685,0.2685,0.2685,0.273,0.273,0.273,0.273,0.273,0.286,0.286,0.286,0.286,0.286,0.288,0.288,0.288,0.288,0.288,0.2935,0.2935,0.2935,0.2935,0.2935,0.2955,0.2955,0.2955,0.2955,0.2955,0.296,0.296,0.296,0.296,0.296,0.3105,0.3105,0.3105,0.3105,0.3105,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.3115,0.3115,0.3115,0.3115,0.3115,0.3155,0.3155,0.3155,0.3155,0.3155,0.317,0.317,0.317,0.317,0.317,0.3165,0.3165,0.3165,0.3165,0.3165,0.3195,0.3195,0.3195,0.3195,0.3195,0.32,0.32,0.32,0.32,0.32,0.324,0.324,0.324,0.324,0.324,0.3245,0.3245,0.3245,0.3245,0.3245,0.325,0.325,0.325,0.325,0.325,0.3245,0.3245,0.3245,0.3245,0.3245,0.3265,0.3265,0.3265,0.3265,0.3265,0.3285,0.3285,0.3285,0.3285,0.3285,0.3275,0.3275,0.3275,0.3275,0.3275,0.334,0.334,0.334,0.334,0.334,0.3345,0.3345,0.3345,0.3345,0.3345
0.105,0.105,0.105,0.105,0.105,0.437,0.437,0.437,0.437,0.437,0.5085,0.5085,0.5085,0.5085,0.5085,0.553,0.553,0.553,0.553,0.553,0.5865,0.5865,0.5865,0.5865,0.5865,0.6055,0.6055,0.6055,0.6055,0.6055,0.647,0.647,0.647,0.647,0.647,0.671,0.671,0.671,0.671,0.671,0.6805,0.6805,0.6805,0.6805,0.6805,0.7505,0.7505,0.7505,0.7505,0.7505,0.78,0.78,0.78,0.78,0.78,0.7855,0.7855,0.7855,0.7855,0.7855,0.7955,0.7955,0.7955,0.7955,0.7955,0.8,0.8,0.8,0.8,0.8,0.807,0.807,0.807,0.807,0.807,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8095,0.8235,0.8235,0.8235,0.8235,0.8235,0.8285,0.8285,0.8285,0.8285,0.8285,0.8295,0.8295,0.8295,0.8295,0.8295,0.837,0.837,0.837,0.837,0.837,0.842,0.842,0.842,0.842,0.842,0.8415,0.8415,0.8415,0.8415,0.8415,0.851,0.851,0.851,0.851,0.851,0.8515,0.8515,0.8515,0.8515,0.8515,0.8585,0.8585,0.8585,0.8585,0.8585,0.8605,0.8605,0.8605,0.8605,0.8605,0.862,0.862,0.862,0.862,0.862,0.8685,0.8685,0.8685,0.8685,0.8685,0.8685,0.8685,0.8685,0.8685,0.8685,0.872,0.872,0.872,0.872,0.872,0.876,0.876,0.876,0.876,0.876
0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.002,0.002,0.002,0.002,0.002,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.007,0.007,0.007,0.007,0.007,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.009,0.009,0.009,0.009,0.009,0.014,0.014,0.014,0.014,0.014,0.016,0.016,0.016,0.016,0.016,0.0165,0.0165,0.0165,0.0165,0.0165,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0175,0.0175,0.0175,0.0175,0.0175,0.0185,0.0185,0.0185,0.0185,0.0185,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.0205,0.0205,0.0205,0.0205,0.0205,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0.022,0.022,0.03,0.03,0.03,0.03,0.03,0.0305,0.0305,0.0305,0.0305,0.0305,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315
