solution_id,case_id,scenario,roles,source_seed,total_cost_usd,quantity_weighted_mean_delivery_time_h,makespan_h,la_lb_share_pct,seattle_tacoma_share_pct,ny_nj_share_pct,unclassified_share_pct,minimum_path_share_pct
D1_pilot_baseline_001,D1,pilot_baseline,min_cost,20260906,24842445.19812098,660.4667559181308,748.8,57.637670460797814,42.362329539202186,0.0,0.0,10.014158816160009
D1_pilot_baseline_025,D1,pilot_baseline,balanced,20260932,25412552.53586355,636.2742574455212,748.8,77.6820543009454,22.317945699054594,0.0,0.0,12.30206179009615
D1_pilot_baseline_084,D1,pilot_baseline,min_delivery_time,20260915,26772109.384655178,615.6406286172274,748.8,94.08134429466568,5.918655705334323,0.0,0.0,13.048634813975191
D1_uswc_compound_35pct_delay_168h_001,D1,uswc_compound_35pct_delay_168h,min_cost,20260921,56733001.576559626,830.3576391021709,916.8,47.05371785656931,47.38210151330692,5.564180630123759,0.0,10.593021189229427
D1_uswc_compound_35pct_delay_168h_004,D1,uswc_compound_35pct_delay_168h,balanced,20260921,56877792.62814402,830.0469774314599,916.8,47.10283848923861,48.02246811732357,4.874693393437814,0.0,10.501374860088317
D1_uswc_compound_35pct_delay_168h_005,D1,uswc_compound_35pct_delay_168h,min_delivery_time,20260921,56933604.25842258,829.5984038396845,916.8,46.86466342463888,46.297266741468746,6.838069833892385,0.0,10.227102223169082
D1_uswc_departure_delay_264h_001,D1,uswc_departure_delay_264h,min_cost,20260934,72731464.43192534,870.2680745683917,897.4,92.36882494683044,0.0,7.631175053169536,0.0,10.760417782950357
D1_uswc_departure_delay_264h_003,D1,uswc_departure_delay_264h,balanced,20260924,72757640.2160231,870.1154213218305,897.4,92.4535154225385,0.0,7.546484577461499,0.0,12.64024927070885
D1_uswc_departure_delay_264h_006,D1,uswc_departure_delay_264h,min_delivery_time,20260920,72973891.08392671,870.0631984982109,897.4,94.37040461836614,0.0,5.629595381633848,0.0,11.894848556353452
D1_uswc_departure_delay_288h_001,D1,uswc_departure_delay_288h,min_cost,20260911,78542839.12896906,889.7856895215152,897.4,49.443574535615696,0.0,50.55642546438429,0.0,10.017247339585168
D1_uswc_departure_delay_288h_014,D1,uswc_departure_delay_288h,balanced,20260926,78715337.51194721,887.5615064566025,897.4,63.886321710372634,0.0,36.11367828962736,0.0,16.523661227825635
D1_uswc_departure_delay_288h_024,D1,uswc_departure_delay_288h,min_delivery_time,20260913,78990829.00410144,887.0435716556977,897.4,67.249534703261,0.0,32.75046529673901,0.0,10.746691541898713
D1_uswc_departure_delay_312h_001,D1,uswc_departure_delay_312h,min_cost,20260934,80785001.55959193,903.5919261968735,962.0,32.44409949002709,0.0,67.5559005099729,0.0,10.925274859081647
D1_uswc_departure_delay_312h_013,D1,uswc_departure_delay_312h,balanced,20260909,80939750.9113135,901.8049914725084,928.0,32.6610695611048,0.0,67.3389304388952,0.0,12.675214778611638
D1_uswc_departure_delay_312h_021,D1,uswc_departure_delay_312h,min_delivery_time,20260931,81120381.44033836,901.2314097991348,928.0,33.569601018270944,0.0,66.43039898172906,0.0,13.523063528781801
D2_pilot_baseline_001,D2,pilot_baseline,min_cost,20260929,25042488.426821988,644.2228576954567,760.8,78.62862563252128,21.371374367478737,0.0,0.0,10.101199601450407
D2_pilot_baseline_044,D2,pilot_baseline,balanced,20260913,25610640.09504055,621.4628333228625,727.2,94.55894798647458,5.441052013525429,0.0,0.0,10.902237294344335
D2_pilot_baseline_068,D2,pilot_baseline,min_delivery_time,20260931,26640245.027966164,614.2157580011346,760.8,93.61420398171403,6.385796018285978,0.0,0.0,10.790624638359864
D2_uswc_compound_35pct_delay_168h_001,D2,uswc_compound_35pct_delay_168h,min_cost,20260918,57434279.83125333,833.8335355673935,928.8,46.86396328376473,36.16462661769519,16.971410098540087,0.0,12.730986852691306
D2_uswc_compound_35pct_delay_168h_005,D2,uswc_compound_35pct_delay_168h,balanced,20260925,57621177.24678046,832.9789610922143,928.8,47.084348431235135,43.64588248475338,9.26976908401149,0.0,10.039594852139386
D2_uswc_compound_35pct_delay_168h_008,D2,uswc_compound_35pct_delay_168h,min_delivery_time,20260915,59558336.077654436,832.3766688412336,928.8,47.04025900836364,36.44712665936687,16.512614332269486,0.0,10.05910818507081
D2_uswc_departure_delay_264h_001,D2,uswc_departure_delay_264h,min_cost,20260933,71845630.0229117,871.3977838899153,914.4,87.53473433575535,0.0,12.46526566424466,0.0,10.942443927628469
D2_uswc_departure_delay_264h_010,D2,uswc_departure_delay_264h,balanced,20260916,72344761.16060874,870.4818998879516,914.4,77.94997879551734,0.0,22.05002120448266,0.0,11.187641442921642
D2_uswc_departure_delay_264h_019,D2,uswc_departure_delay_264h,min_delivery_time,20260932,73131376.46998456,870.1199623175451,914.4,73.96285051326153,0.0,26.037149486738464,0.0,11.86530085816563
D2_uswc_departure_delay_288h_001,D2,uswc_departure_delay_288h,min_cost,20260932,77862807.09652655,886.1374372897538,948.0,67.98922184235875,0.0,32.010778157641255,0.0,11.391464502568912
D2_uswc_departure_delay_288h_007,D2,uswc_departure_delay_288h,balanced,20260932,77925267.8676946,885.7069965941961,905.4,67.21161571946693,0.0,32.78838428053307,0.0,11.605203652525987
D2_uswc_departure_delay_288h_012,D2,uswc_departure_delay_288h,min_delivery_time,20260922,78012499.67968075,885.6760227759268,905.4,67.31732840980503,0.0,32.682671590194964,0.0,10.882359879451567
D2_uswc_departure_delay_312h_001,D2,uswc_departure_delay_312h,min_cost,20260916,82945224.03710312,902.9492234659535,905.4,46.24106668011802,0.0,53.758933319882,0.0,10.05703385779147
D2_uswc_departure_delay_312h_021,D2,uswc_departure_delay_312h,balanced,20260910,83003546.00731821,902.2454996838552,905.4,59.5188738895258,0.0,40.48112611047419,0.0,10.245625671904248
D2_uswc_departure_delay_312h_033,D2,uswc_departure_delay_312h,min_delivery_time,20260926,83108891.89461344,901.8733374295607,905.4,66.54080321583538,0.0,33.45919678416461,0.0,10.97168564129723
