gen,HV_norm,feasible_ratio_soft,feasible_ratio_strict,min_cost,min_emission_gCO2,min_time,vio_mean_miss_alloc,vio_mean_miss_tt,vio_mean_cap_excess,vio_mean_node_cap_excess,vio_mean_late_h,vio_mean_wait_h
0,0.105,1.0,0.0,256392739868.05978,2070339673.0200067,762.8283333333334,0.0,0.0,0.0,0.0,4501.1123443550305,2625.494273624603
1,0.105,1.0,0.0,247737518121.12524,1960441115.6678522,689.1971428571428,0.0,0.0,0.0,0.0,4292.453833171915,2540.4236332316054
2,0.105,1.0,0.0,230183585833.2547,1960441115.6678522,643.1675,0.0,0.0,0.0,0.0,4257.342805888203,2574.741661734755
3,0.105,1.0,0.0,230183585833.2547,1896440018.2451413,643.1675,0.0,0.0,0.0,0.0,4128.001877418011,2573.786895869812
4,0.105,1.0,0.0,229091151974.44925,1896440018.2451413,643.1675,0.0,0.0,0.0,0.0,4047.2008068952305,2599.503731082761
5,0.437,1.0,0.0,229091151974.44925,1896440018.2451413,643.1675,0.0,0.0,0.0,0.0,4007.142366657018,2636.761674429184
6,0.437,1.0,0.0,229091151974.44925,1896440018.2451413,643.1675,0.0,0.0,0.0,0.0,3967.354413617443,2640.853987755646
7,0.437,1.0,0.0,216929038770.38696,1892283386.6980042,643.1675,0.0,0.0,0.0,0.0,3940.344673971394,2639.9782920532944
8,0.437,1.0,0.0,216929038770.38696,1880631231.9376922,643.1675,0.0,0.0,0.0,0.0,3877.4932537999393,2615.91119582691
9,0.437,1.0,0.0,216929038770.38696,1880631231.9376922,642.88,0.0,0.0,0.0,0.0,3843.9857195919526,2623.7011516771104
10,0.5085,1.0,0.0,216929038770.38696,1880631231.9376922,642.88,0.0,0.0,0.0,0.0,3724.604552843933,2558.0780134345005
11,0.5085,1.0,0.0,213495230413.02466,1863694526.1385896,636.6438095238095,0.0,0.0,0.0,0.0,3754.757440548691,2574.936525872734
12,0.5085,1.0,0.0,213495230413.02466,1863694526.1385896,635.8314285714285,0.0,0.0,0.0,0.0,3688.3032911121645,2556.7498343250068
13,0.5085,1.0,0.0,213495230413.02466,1857853436.1137419,635.8314285714285,0.0,0.0,0.0,0.0,3714.7049537212893,2574.9237965361776
14,0.5085,1.0,0.0,213495230413.02466,1846073548.336103,635.8314285714285,0.0,0.0,0.0,0.0,3655.2998353979046,2543.705002940605
15,0.553,1.0,0.0,213495230413.02466,1846073548.336103,635.8314285714285,0.0,0.0,0.0,0.0,3645.9521130136495,2550.2101777299513
16,0.553,1.0,0.0,213495230413.02466,1846073548.336103,635.8314285714285,0.0,0.0,0.0,0.0,3699.4893351029914,2581.8080120543436
17,0.553,1.0,0.0,213495230413.02466,1846073548.336103,635.8314285714285,0.0,0.0,0.0,0.0,3631.0598040190325,2524.7300297303914
18,0.553,1.0,0.0,213495230413.02466,1846073548.336103,635.8314285714285,0.0,0.0,0.0,0.0,3589.920957854831,2505.539702579929
19,0.553,1.0,0.0,212720724980.00427,1837147457.6152434,635.8314285714285,0.0,0.0,0.0,0.0,3585.5865780045665,2515.113454756332
20,0.5865,1.0,0.0,207876561049.19873,1826571458.826523,635.8314285714285,0.0,0.0,0.0,0.0,3569.703246861839,2511.7904452048283
21,0.5865,1.0,0.0,207034437125.50342,1826571458.826523,635.8314285714285,0.0,0.0,0.0,0.0,3588.44270303314,2515.9157935466865
22,0.5865,1.0,0.0,205843471069.54773,1826571458.826523,635.8314285714285,0.0,0.0,0.0,0.0,3589.1528104887802,2511.1560408466175
23,0.5865,1.0,0.0,201709064799.26816,1826571458.826523,635.8314285714285,0.0,0.0,0.0,0.0,3573.387063616084,2497.622566897709
24,0.5865,1.0,0.0,201709064799.26816,1826571458.826523,635.8314285714285,0.0,0.0,0.0,0.0,3552.074615331537,2481.0529449775495
25,0.6055,1.0,0.0,201709064799.26816,1826571458.826523,635.8314285714285,0.0,0.0,0.0,0.0,3574.724496152837,2501.7295133835473
26,0.6055,1.0,0.0,198670626193.72342,1826571458.826523,635.8314285714285,0.0,0.0,0.0,0.0,3587.3950796554923,2514.5436914860493
27,0.6055,1.0,0.0,198670626193.72342,1825735565.710362,635.8314285714285,0.0,0.0,0.0,0.0,3596.4218127875897,2519.4790987930305
28,0.6055,1.0,0.0,198670626193.72342,1814194592.2584565,635.8314285714285,0.0,0.0,0.0,0.0,3568.666902495669,2525.7490551030405
