gen,igd_mean,igd_std
0,1.1619046981100927,0.2415887268642669
1,1.108411485883395,0.26655023369639885
2,1.0819335091665632,0.27618699081910764
3,1.0684248392685556,0.27716772481733815
4,1.0523499930660936,0.277527036841479
5,1.0356871272529449,0.2870666335127007
6,1.0223341386376399,0.28697903255209156
7,1.011187304979462,0.2905728736082857
8,1.0037218552946117,0.29349667804639656
9,0.9947106439604476,0.29937491173441055
10,0.9858156873519005,0.3016163137769531
11,0.9782412551693089,0.30251891919998986
12,0.972736556240351,0.3046816597105585
13,0.9683080854395641,0.30636769467569047
14,0.9632251396194894,0.3062713110114771
15,0.9582361446918416,0.30624019750498876
16,0.9540765708010068,0.307109438405941
17,0.9496921545525326,0.3079001026689006
18,0.9474244475887872,0.3082820588039441
19,0.9431136896021672,0.3095363690126358
20,0.9402288830546005,0.3102385040231952
21,0.937927013066856,0.30986899134000173
22,0.935877817184713,0.3104414526017338
23,0.9326492583241417,0.3123841449603685
24,0.9300080088086332,0.3124257880451681
25,0.9288671557651768,0.313098582185036
26,0.9272923529314928,0.31396809741780324
27,0.9245170839431279,0.3147667211758767
28,0.9223270902638898,0.31511297303421465
29,0.9198618863106475,0.3157077102436612
30,0.9182127949120075,0.3156474255193649
31,0.9170449999753937,0.3161383944232654
32,0.9153920174844806,0.3167280823455944
33,0.9139342510299825,0.3171345927130142
34,0.9120874122479052,0.31809104858067144
35,0.9106698665212665,0.31787750657431674
36,0.907995587848922,0.3173861797521723
37,0.9066550895481461,0.3178338340292207
38,0.9060219734658976,0.3180788708854841
39,0.9046488200975514,0.318209309495452
40,0.9032015221467244,0.31802601505809575
41,0.9024504304387062,0.31822628738271125
42,0.9017734498450619,0.31836115649782365
43,0.9005927464592397,0.3185173965089963
44,0.9000970735811166,0.3184766206282406
45,0.8986033132997823,0.32052002460351625
46,0.8970189412669627,0.322093823615607
47,0.895448036527686,0.3218361269476164
48,0.894829819965213,0.3221579915774303
49,0.89391558506113,0.3227972992996962
50,0.893143204966617,0.32342368684289974
51,0.8922953580877634,0.32308527044595514
52,0.8915424998949049,0.3227029099594042
53,0.89098046261638,0.32304340865471715
54,0.8905933937034052,0.3231350699156997
55,0.8895725293226329,0.32305743908502266
56,0.8889917989719273,0.323287854059078
57,0.8885086276363253,0.32366732776068147
58,0.888089427256637,0.3238421442040211
59,0.8874193450881409,0.32400642731915114
60,0.8872384192166103,0.32382624996862003
61,0.88695216303941,0.32386177405651384
62,0.8860366854669403,0.32397660187064886
63,0.8856514483080066,0.3241597708392696
64,0.8844085904078958,0.3243814392780007
65,0.8838660978405921,0.3248104868661974
66,0.8836077178430486,0.32504109304822404
67,0.8833058221772617,0.32517188510729456
68,0.8826839675193592,0.325347776467822
69,0.8821621658977253,0.32545390969513843
70,0.8818797245856178,0.3255179205889921
71,0.8815517022596698,0.32561214082257606
72,0.8807097200756266,0.32507024104227844
73,0.8803420692893797,0.3250812371073398
74,0.8802411116001456,0.3251001486788349
75,0.8797772970955402,0.3253512766549359
76,0.8792274431772484,0.32550691746490357
77,0.8788645885278242,0.32549486210980194
78,0.8785622576530905,0.32565672558012243
79,0.878160549054366,0.3254669045681314
80,0.8777733898480082,0.32539495052011547
81,0.8775547145690543,0.3254293724476059
82,0.877464688642858,0.3255170635534491
83,0.8768145451811851,0.3256673531454753
84,0.876442797799376,0.3253202533702583
85,0.8760358798455733,0.32617126085653564
86,0.8758204148235201,0.32634231854103873
87,0.8757792120105984,0.326602682772926
88,0.8753040469350587,0.3265649365923091
89,0.8752235930390407,0.3266986564838059
90,0.8743607061221592,0.32734869370207403
91,0.8741167462265286,0.32737032583307957
92,0.8734681106211895,0.32742901213423553
93,0.8727420326895561,0.327634193550315
94,0.8723397858260324,0.32770840303180154
95,0.8720589654160641,0.32772199401635527
96,0.8716142720835445,0.3275484332219679
97,0.8714248538730394,0.3277989561526845
98,0.8714822258349784,0.3276879379939765
99,0.8711871771581791,0.3277549408140475
100,0.870833005467317,0.32785549366017913
101,0.8705103084576585,0.3275922428758724
102,0.8698146463774293,0.327793949780603
103,0.8696312316281307,0.3277456941521279
104,0.869296170375943,0.32808895695039214
105,0.8687450150920971,0.32793641129858303
106,0.8686536978962903,0.3280312856145062
107,0.8684680191334784,0.3277555849168095
108,0.8680580287930492,0.3280669766042172
109,0.867643766048878,0.32798158211125866
110,0.8673255185498177,0.32793395207186327
111,0.8671119177402375,0.3279188943383599
112,0.8668853885507075,0.32807377104410557
113,0.8662276202247876,0.3285156617065522
114,0.8659094968772306,0.3287999292656429
115,0.8656705345340434,0.32899358101187304
116,0.86547934856926,0.32895981035037686
117,0.8653683075508083,0.32910128313531767
118,0.8650302187351394,0.3289958967855848
119,0.8649269820906451,0.32898857408361964
120,0.864780585674681,0.32890142010317197
121,0.8641893783501319,0.328958058284727
122,0.863995861855671,0.32905073239906846
123,0.8639656214937258,0.32895583346098883
124,0.8637388550808524,0.3288878572438074
125,0.8634706852354188,0.32881742530569347
126,0.8631177678619284,0.3291630012305649
127,0.8629325022724414,0.3291230196028478
128,0.862854008594491,0.3292124740201233
129,0.8629323616491791,0.3293531736692234
130,0.8625187844536164,0.329793762646685
131,0.8622456216837354,0.3296983299876765
132,0.8621622514640349,0.3296216494214125
133,0.8622701726533424,0.3296404753843767
134,0.8616420954702735,0.3294874875503404
135,0.8614009600574316,0.3294001637963767
136,0.8612446499701821,0.32943074495080965
137,0.8605452323135414,0.32893429265785373
138,0.8602570498827847,0.32899766333096114
139,0.8598345108925967,0.32877853725002015
140,0.859635588790911,0.3289340253029771
141,0.8594220793084664,0.329270707505601
142,0.8592876720113415,0.3293175513004418
143,0.8590645175883883,0.3293994840382673
144,0.858527867328299,0.3292226092464656
145,0.8583548811769875,0.3293375436863875
146,0.857973012314813,0.3295437028042279
147,0.8578365918269962,0.3295297095639309
148,0.8581271010499714,0.32983224925608495
149,0.8581820233230829,0.32977529346555673
150,0.8580854351054563,0.32979300078767826
151,0.8577573959865182,0.33004235403111565
152,0.8574940623693087,0.3300010116900095
153,0.8573106502932805,0.32994886272147017
154,0.8573396655047723,0.32992620839342307
155,0.856925417131318,0.3300873724333212
156,0.8508925904431399,0.33472005811944916
157,0.8497879113551853,0.3357856167912952
158,0.847812005198616,0.33796263184456826
159,0.847247343023559,0.33863109059273916
