gen,HV_norm,feasible_ratio_soft,feasible_ratio_strict,min_cost,min_emission_gCO2,min_time,vio_mean_miss_alloc,vio_mean_miss_tt,vio_mean_cap_excess,vio_mean_node_cap_excess,vio_mean_late_h,vio_mean_wait_h
0,0.3815,1.0,0.0,12213287208.603004,868958466.0045878,475.7341666666667,0.0,0.0,0.0,0.0,389.673654909605,851.2215549411012
1,0.3815,1.0,0.0,10859096030.33353,820165741.8667878,463.0325,0.0,0.0,0.0,0.0,335.72239594808804,853.9646081201139
2,0.3815,1.0,0.0,10859096030.33353,820165741.8667878,463.0325,0.0,0.0,0.0,0.0,317.58371165124254,856.7301814419261
3,0.3815,1.0,0.0,9570663436.919498,804379097.8002027,460.045,0.0,0.0,0.0,0.0,260.5461807910028,819.8729553298839
4,0.3815,1.0,0.0,9570663436.919498,804379097.8002027,460.045,0.0,0.0,0.0,0.0,239.1704472541278,802.2495473426717
5,0.582,1.0,0.0,9570663436.919498,804270695.0104747,460.045,0.0,0.0,0.0,0.0,232.37752053211798,805.9027711374142
6,0.582,1.0,0.0,9570663436.919498,804270695.0104747,460.045,0.0,0.0,0.0,0.0,229.8306027234771,800.9827516100644
7,0.582,1.0,0.0,9570663436.919498,789800574.3462825,460.045,0.0,0.0,0.0,0.0,223.4867779368038,801.9914395854387
8,0.582,1.0,0.0,9570663436.919498,789800574.3462825,454.6157142857143,0.0,0.0,0.0,0.0,232.620330333764,814.4860523310078
9,0.582,1.0,0.0,9570663436.919498,789800574.3462825,454.6157142857143,0.0,0.0,0.0,0.0,228.45929017000395,810.130072736884
10,0.6815,1.0,0.0,6197412314.111034,784503149.8671874,454.6157142857143,0.0,0.0,0.0,0.0,200.49946159341604,788.4011987416095
11,0.6815,1.0,0.0,5716656696.917529,784503149.8671874,454.6157142857143,0.0,0.0,0.0,0.0,200.21983941439223,796.4287133053678
12,0.6815,1.0,0.0,5716656696.917529,784503149.8671874,454.6157142857143,0.0,0.0,0.0,0.0,203.4880041271006,799.3390852205977
13,0.6815,1.0,0.0,5716656696.917529,784503149.8671874,454.6157142857143,0.0,0.0,0.0,0.0,219.03941756658247,811.7782158660864
14,0.6815,1.0,0.0,5716656696.917529,782672836.4816258,454.6157142857143,0.0,0.0,0.0,0.0,187.83866367518127,790.7287450380657
15,0.728,1.0,0.0,5716656696.917529,782672836.4816258,442.22738095238094,0.0,0.0,0.0,0.0,192.31322272000918,793.3904020393394
16,0.728,1.0,0.0,5716656696.917529,782244607.8482859,442.22738095238094,0.0,0.0,0.0,0.0,168.088102991129,766.8259874914069
17,0.728,1.0,0.0,5226072556.7276325,782244607.8482859,429.6588095238095,0.0,0.0,0.0,0.0,163.15269669519955,760.1175401798474
18,0.728,1.0,0.0,5226072556.7276325,782244607.8482859,429.6588095238095,0.0,0.0,0.0,0.0,161.94181451797084,758.3357443669295
19,0.728,1.0,0.0,5226072556.7276325,782244607.8482859,429.6588095238095,0.0,0.0,0.0,0.0,168.5075556539127,761.7209432572477
20,0.7695,1.0,0.0,5226072556.7276325,782244607.8482859,429.6588095238095,0.0,0.0,0.0,0.0,170.13362522466744,763.7435157098156
21,0.7695,1.0,0.0,5226072556.7276325,780617339.8236082,429.6588095238095,0.0,0.0,0.0,0.0,182.84621204969903,777.9069303428438
22,0.7695,1.0,0.0,5226072556.7276325,780617339.8236082,429.6588095238095,0.0,0.0,0.0,0.0,183.03297287457644,776.9077869357508
23,0.7695,1.0,0.0,5226072556.7276325,778873208.5,427.2366666666666,0.0,0.0,0.0,0.0,185.49602427523936,778.3434221528784
24,0.7695,1.0,0.0,5226072556.7276325,778142376.9746779,427.2366666666666,0.0,0.0,0.0,0.0,191.16983775476356,779.811227452466
25,0.786,1.0,0.0,5226072556.7276325,778142376.9746779,426.9376190476191,0.0,0.0,0.0,0.0,199.46391964136237,787.30625609932
26,0.786,1.0,0.0,5226072556.7276325,778142376.9746779,426.9376190476191,0.0,0.0,0.0,0.0,196.33118922228803,784.6502324405361
27,0.786,1.0,0.0,5226072556.7276325,778142376.9746779,426.9376190476191,0.0,0.0,0.0,0.0,197.68283196804632,791.2833219114932
28,0.786,1.0,0.0,5226072556.7276325,778142376.9746779,426.9376190476191,0.0,0.0,0.0,0.0,188.799941424794,785.9423285813958
29,0.786,1.0,0.0,5226072556.7276325,777382440.8812554,426.9376190476191,0.0,0.0,0.0,0.0,179.05863018959158,778.3730829011809
30,0.7975,1.0,0.0,5226072556.7276325,777382440.8812554,426.9376190476191,0.0,0.0,0.0,0.0,184.28554739320887,785.7064486151243
31,0.7975,1.0,0.0,5226072556.7276325,777382440.8812554,426.9376190476191,0.0,0.0,0.0,0.0,189.10758323882598,787.9017605531479
32,0.7975,1.0,0.0,5226072556.7276325,777382440.8812554,426.9376190476191,0.0,0.0,0.0,0.0,194.3995082962746,791.8903063878995
33,0.7975,1.0,0.0,5226072556.7276325,777382440.8812554,426.9376190476191,0.0,0.0,0.0,0.0,189.21421824415754,787.2412516402161
34,0.7975,1.0,0.0,4547185511.906568,777017195.9969592,426.9376190476191,0.0,0.0,0.0,0.0,194.11539108018445,792.806984381078
35,0.8105,1.0,0.0,4547185511.906568,777017195.9969592,426.9376190476191,0.0,0.0,0.0,0.0,186.97109067847776,786.0578678127123
36,0.8105,1.0,0.0,4547185511.906568,777017195.9969592,426.9376190476191,0.0,0.0,0.0,0.0,180.88821033102303,777.6818596116233
37,0.8105,1.0,0.0,4547185511.906568,777017195.9969592,426.9376190476191,0.0,0.0,0.0,0.0,187.1115762061225,781.8528468081821
38,0.8105,1.0,0.0,4547185511.906568,777017195.9969592,426.9376190476191,0.0,0.0,0.0,0.0,184.94816942122637,778.3729904690031
39,0.8105,1.0,0.0,4547185511.906568,777017195.9969592,426.9376190476191,0.0,0.0,0.0,0.0,187.80073461715867,781.733537851121
