gen,igd_mean,igd_std
0,1.0819868333290261,0.23647507290682224
1,1.0486611984445784,0.23684424527184336
2,1.0251916861440757,0.2441321951409168
3,1.0109447334522075,0.24704489020155573
4,0.9921291562479599,0.25468375729899106
5,0.9835493704422043,0.2549884305196422
6,0.9708602999207833,0.25978722438612045
7,0.9628900111873421,0.26543566953111924
8,0.9499274410516828,0.2687312082444255
9,0.9406287676550625,0.270344450638044
10,0.9314441507339926,0.272558345887586
11,0.9226756210080957,0.27577459720417496
12,0.9141836323653091,0.2778228329785774
13,0.9062229050863961,0.2801931687908033
14,0.8996611053768453,0.2821063317973862
15,0.890202582140664,0.2862277353944595
16,0.8880195515448309,0.28614289014703775
17,0.8805433384124349,0.28589623060869884
18,0.8756250341481174,0.28788271890716505
19,0.8734338578562857,0.28809233511148613
20,0.8700749424269852,0.2901533491955207
21,0.8679757999675783,0.2910975210397692
22,0.8635549205399325,0.29322250049584064
23,0.8624262221211477,0.29380989240489674
24,0.8599033228814192,0.2941974737467645
25,0.8554318328994978,0.29532837444527227
26,0.8531172080213364,0.2959757951626206
27,0.8513442600344919,0.29668324830214465
28,0.8508477607146436,0.2971172712458335
29,0.8461474505609511,0.29753205760480383
30,0.8443744575553367,0.29828089896163495
31,0.8389584271495417,0.29960156988235037
32,0.8379759525580538,0.2996395002030444
33,0.8367257109766375,0.29988968599743765
34,0.8358483010417767,0.30044198458035754
35,0.8350774230154777,0.30084076287877926
36,0.8325123694194727,0.3024977419838416
37,0.8311654946899203,0.3030019487983824
38,0.8286529797522391,0.30387541317417394
39,0.8281564061657556,0.3041164713668453
40,0.8271683274624505,0.30415523334120864
41,0.8226999128635903,0.30635517334279094
42,0.821049429751183,0.3069814909157877
43,0.8206473633718191,0.30715905082329564
44,0.8193255378107659,0.30778429739728974
45,0.8179371517926565,0.3084122979309776
46,0.8176743800191636,0.308473591994173
47,0.8166882489653222,0.30886019736226306
48,0.8163384809872535,0.3090304469906498
49,0.8156539799126779,0.30945031152650826
50,0.8156216634817893,0.3093987777255267
