gen,hv_mean,hv_std
0,0.035083333333333334,0.08461945041708135
1,0.035083333333333334,0.08461945041708135
2,0.035083333333333334,0.08461945041708135
3,0.035083333333333334,0.08461945041708135
4,0.035083333333333334,0.08461945041708135
5,0.05941666666666667,0.1288506294987425
6,0.05941666666666667,0.1288506294987425
7,0.05941666666666667,0.1288506294987425
8,0.05941666666666667,0.1288506294987425
9,0.05941666666666667,0.1288506294987425
10,0.07948333333333332,0.14994134871860915
11,0.07948333333333332,0.14994134871860915
12,0.07948333333333332,0.14994134871860915
13,0.07948333333333332,0.14994134871860915
14,0.07948333333333332,0.14994134871860915
15,0.0935,0.1596739385957103
16,0.0935,0.1596739385957103
17,0.0935,0.1596739385957103
18,0.0935,0.1596739385957103
19,0.0935,0.1596739385957103
20,0.10241666666666666,0.1675509416731388
21,0.10241666666666666,0.1675509416731388
22,0.10241666666666666,0.1675509416731388
23,0.10241666666666666,0.1675509416731388
24,0.10241666666666666,0.1675509416731388
25,0.10946666666666666,0.17073819790024206
26,0.10946666666666666,0.17073819790024206
27,0.10946666666666666,0.17073819790024206
28,0.10946666666666666,0.17073819790024206
29,0.10946666666666666,0.17073819790024206
30,0.1164,0.17361299874529365
31,0.1164,0.17361299874529365
32,0.1164,0.17361299874529365
33,0.1164,0.17361299874529365
34,0.1164,0.17361299874529365
35,0.12056666666666667,0.175689818208746
36,0.12056666666666667,0.175689818208746
37,0.12056666666666667,0.175689818208746
38,0.12056666666666667,0.175689818208746
39,0.12056666666666667,0.175689818208746
40,0.1252666666666667,0.17823746956113223
41,0.1252666666666667,0.17823746956113223
42,0.1252666666666667,0.17823746956113223
43,0.1252666666666667,0.17823746956113223
44,0.1252666666666667,0.17823746956113223
45,0.1310166666666667,0.18064271750859176
46,0.1310166666666667,0.18064271750859176
47,0.1310166666666667,0.18064271750859176
48,0.1310166666666667,0.18064271750859176
49,0.1310166666666667,0.18064271750859176
50,0.13261666666666666,0.18147643021125973
51,0.13261666666666666,0.18147643021125973
52,0.13261666666666666,0.18147643021125973
53,0.13261666666666666,0.18147643021125973
54,0.13261666666666666,0.18147643021125973
55,0.1338,0.18159944933837216
56,0.1338,0.18159944933837216
57,0.1338,0.18159944933837216
58,0.1338,0.18159944933837216
59,0.1338,0.18159944933837216
60,0.13541666666666666,0.1822343767118475
61,0.13541666666666666,0.1822343767118475
62,0.13541666666666666,0.1822343767118475
63,0.13541666666666666,0.1822343767118475
64,0.13541666666666666,0.1822343767118475
65,0.13880000000000006,0.1844912644725128
66,0.13880000000000006,0.1844912644725128
67,0.13880000000000006,0.1844912644725128
68,0.13880000000000006,0.1844912644725128
69,0.13880000000000006,0.1844912644725128
70,0.13970000000000002,0.18568834104488088
71,0.13970000000000002,0.18568834104488088
72,0.13970000000000002,0.18568834104488088
73,0.13970000000000002,0.18568834104488088
74,0.13970000000000002,0.18568834104488088
75,0.14075000000000004,0.18665912559172312
76,0.14075000000000004,0.18665912559172312
77,0.14075000000000004,0.18665912559172312
78,0.14075000000000004,0.18665912559172312
79,0.14075000000000004,0.18665912559172312
80,0.14201666666666665,0.18724308991848596
81,0.14201666666666665,0.18724308991848596
82,0.14201666666666665,0.18724308991848596
83,0.14201666666666665,0.18724308991848596
84,0.14201666666666665,0.18724308991848596
85,0.14325,0.18690286024206978
86,0.14325,0.18690286024206978
87,0.14325,0.18690286024206978
88,0.14325,0.18690286024206978
89,0.14325,0.18690286024206978
90,0.14845000000000003,0.1878849093638621
91,0.14845000000000003,0.1878849093638621
92,0.14845000000000003,0.1878849093638621
93,0.14845000000000003,0.1878849093638621
94,0.14845000000000003,0.1878849093638621
95,0.15143333333333334,0.1900241534355275
96,0.15143333333333334,0.1900241534355275
97,0.15143333333333334,0.1900241534355275
98,0.15143333333333334,0.1900241534355275
99,0.15143333333333334,0.1900241534355275
100,0.15251666666666663,0.19071905530270317
101,0.15251666666666663,0.19071905530270317
102,0.15251666666666663,0.19071905530270317
103,0.15251666666666663,0.19071905530270317
104,0.15251666666666663,0.19071905530270317
105,0.1546,0.191579896300908
106,0.1546,0.191579896300908
107,0.1546,0.191579896300908
108,0.1546,0.191579896300908
109,0.1546,0.191579896300908
110,0.15613333333333335,0.19292679671027793
111,0.15613333333333335,0.19292679671027793
112,0.15613333333333335,0.19292679671027793
113,0.15613333333333335,0.19292679671027793
114,0.15613333333333335,0.19292679671027793
115,0.15753333333333336,0.19373336200963315
116,0.15753333333333336,0.19373336200963315
117,0.15753333333333336,0.19373336200963315
118,0.15753333333333336,0.19373336200963315
119,0.15753333333333336,0.19373336200963315
120,0.15843333333333331,0.1941451232683656
121,0.15843333333333331,0.1941451232683656
122,0.15843333333333331,0.1941451232683656
123,0.15843333333333331,0.1941451232683656
124,0.15843333333333331,0.1941451232683656
125,0.15921666666666665,0.194300140818843
126,0.15921666666666665,0.194300140818843
127,0.15921666666666665,0.194300140818843
128,0.15921666666666665,0.194300140818843
129,0.15921666666666665,0.194300140818843
130,0.16111666666666666,0.1943636490076155
131,0.16111666666666666,0.1943636490076155
132,0.16111666666666666,0.1943636490076155
133,0.16111666666666666,0.1943636490076155
134,0.16111666666666666,0.1943636490076155
135,0.16189999999999996,0.19463373294472874
136,0.16189999999999996,0.19463373294472874
137,0.16189999999999996,0.19463373294472874
138,0.16189999999999996,0.19463373294472874
139,0.16189999999999996,0.19463373294472874
140,0.16456666666666667,0.1947258214915412
141,0.16456666666666667,0.1947258214915412
142,0.16456666666666667,0.1947258214915412
143,0.16456666666666667,0.1947258214915412
144,0.16456666666666667,0.1947258214915412
145,0.16508333333333336,0.19504610922092813
146,0.16508333333333336,0.19504610922092813
147,0.16508333333333336,0.19504610922092813
148,0.16508333333333336,0.19504610922092813
149,0.16508333333333336,0.19504610922092813
150,0.16616666666666668,0.19555443970641243
151,0.16616666666666668,0.19555443970641243
152,0.16616666666666668,0.19555443970641243
153,0.16616666666666668,0.19555443970641243
154,0.16616666666666668,0.19555443970641243
155,0.1690333333333333,0.19821675565456676
156,0.1690333333333333,0.19821675565456676
157,0.1690333333333333,0.19821675565456676
158,0.1690333333333333,0.19821675565456676
159,0.1690333333333333,0.19821675565456676
