gen,hv_mean,hv_std
0,0.027566666666666666,0.05245104595927735
1,0.027566666666666666,0.05245104595927735
2,0.027566666666666666,0.05245104595927735
3,0.027566666666666666,0.05245104595927735
4,0.027566666666666666,0.05245104595927735
5,0.05465,0.11100481596159087
6,0.05465,0.11100481596159087
7,0.05465,0.11100481596159087
8,0.05465,0.11100481596159087
9,0.05465,0.11100481596159087
10,0.06588333333333334,0.12184790268563873
11,0.06588333333333334,0.12184790268563873
12,0.06588333333333334,0.12184790268563873
13,0.06588333333333334,0.12184790268563873
14,0.06588333333333334,0.12184790268563873
15,0.07386666666666666,0.13224881431940663
16,0.07386666666666666,0.13224881431940663
17,0.07386666666666666,0.13224881431940663
18,0.07386666666666666,0.13224881431940663
19,0.07386666666666666,0.13224881431940663
20,0.07885,0.13643900651939678
21,0.07885,0.13643900651939678
22,0.07885,0.13643900651939678
23,0.07885,0.13643900651939678
24,0.07885,0.13643900651939678
25,0.08234999999999999,0.1388945133305608
26,0.08234999999999999,0.1388945133305608
27,0.08234999999999999,0.1388945133305608
28,0.08234999999999999,0.1388945133305608
29,0.08234999999999999,0.1388945133305608
30,0.08549999999999999,0.14207087433155796
31,0.08549999999999999,0.14207087433155796
32,0.08549999999999999,0.14207087433155796
33,0.08549999999999999,0.14207087433155796
34,0.08549999999999999,0.14207087433155796
35,0.08933333333333332,0.1478276774566327
36,0.08933333333333332,0.1478276774566327
37,0.08933333333333332,0.1478276774566327
38,0.08933333333333332,0.1478276774566327
39,0.08933333333333332,0.1478276774566327
40,0.09296666666666667,0.15166860438322619
41,0.09296666666666667,0.15166860438322619
42,0.09296666666666667,0.15166860438322619
43,0.09296666666666667,0.15166860438322619
44,0.09296666666666667,0.15166860438322619
45,0.09535000000000002,0.1534912673954667
46,0.09535000000000002,0.1534912673954667
47,0.09535000000000002,0.1534912673954667
48,0.09535000000000002,0.1534912673954667
49,0.09535000000000002,0.1534912673954667
50,0.10065,0.16012162824969436
51,0.10065,0.16012162824969436
52,0.10065,0.16012162824969436
53,0.10065,0.16012162824969436
54,0.10065,0.16012162824969436
55,0.10335000000000001,0.1635340509904079
56,0.10335000000000001,0.1635340509904079
57,0.10335000000000001,0.1635340509904079
58,0.10335000000000001,0.1635340509904079
59,0.10335000000000001,0.1635340509904079
60,0.10605,0.16706746890602808
