gen,igd_mean,igd_std
0,1.2254469661760874,0.29448104254459523
1,1.1722895661332065,0.30490472344452557
2,1.1535479181621828,0.30713809372761613
3,1.1280346199779059,0.32253127304722307
4,1.1126277410574124,0.32717172749704776
5,1.1026670661958533,0.32806814116494726
6,1.0941699182945144,0.33149784537981053
7,1.0874496794538715,0.3332598816185142
8,1.0745296332304712,0.3348203536727921
9,1.0667072980007375,0.3382449790908229
10,1.0599902732777204,0.34012923168044873
11,1.054202478212639,0.3420748328242944
12,1.0494482129194738,0.34368725922050786
13,1.044966180189028,0.3461206773147994
14,1.041131935304277,0.34804730697197345
15,1.037937862341211,0.3499565056293836
16,1.0347849306868715,0.3498745864280007
17,1.0308322017016818,0.34976167931028523
18,1.0273481611408135,0.350150810001453
19,1.0238525977788517,0.35237539794817396
20,1.0216694109162245,0.35226529630618175
21,1.0186093020226168,0.3529484179468996
22,1.0175543681941346,0.3532311824888708
23,1.0156911378715925,0.3538241776701896
24,1.011460652718189,0.3548382899084794
25,1.0099296674674627,0.35525061090203297
26,1.0080755938246329,0.355351573837101
27,1.0059637680889277,0.35540689181445984
28,1.003480407864957,0.35582051824991934
29,0.9996799269212581,0.3568725811816604
30,0.9982556462915075,0.356996020114013
31,0.9965363250884672,0.35796352924493047
32,0.9944892252174518,0.35827464517998336
33,0.9917404741048242,0.35882227316932086
34,0.9901497791167979,0.35925930847887566
35,0.988605106380246,0.3597990711062551
36,0.9874222029549737,0.36064955132649873
37,0.9854984409817453,0.3613851366607494
38,0.9839698827655411,0.36117645840255747
39,0.9825939161037207,0.3629274174056754
40,0.9816179250207255,0.36268901757734795
41,0.9796020158018575,0.36284909521578534
42,0.979049983907899,0.3626673346368047
43,0.9788999578411788,0.36246957160972015
44,0.976690280352894,0.3639612718693129
45,0.9760150567724529,0.3643313917365933
46,0.9754565073410971,0.3644668777741613
47,0.9741562114832311,0.364841068480927
48,0.9736729763740712,0.3649869527188144
49,0.9729667668265197,0.36539207216924385
50,0.9648229286118009,0.3746462361111423
51,0.9628201787584623,0.3763870590596699
52,0.9612681847266237,0.3776838037082935
53,0.9607501848328607,0.3776120685626648
54,0.9599673819720699,0.3780686628646606
55,0.9593186747416242,0.3777106755062983
56,0.9581979462704892,0.3782721251604942
57,0.9575833290175413,0.37870606843094995
58,0.9565735808754473,0.37919944454694393
59,0.9559361846048434,0.3799101405944945
60,0.9552709529345524,0.3803053918149123
61,0.9548723556852886,0.38048062453861803
62,0.9539465593364717,0.3813528343740982
63,0.9526761662369841,0.38194049316868234
64,0.9512593739624199,0.3821825112127336
65,0.9504992543102768,0.3828164674824167
66,0.9493751381927524,0.3817869858778543
67,0.949110340931315,0.3821260743640129
68,0.9486020029219941,0.3823663171645769
69,0.9478770004809537,0.3827073098868934
70,0.9455730205973054,0.3852972040400086
71,0.9451808024241026,0.3853782756555461
72,0.9437864919370778,0.3859482468815422
73,0.9435047394126868,0.3860623480281759
74,0.9428736597951072,0.3862854633289498
75,0.9421286186828095,0.3869127278232949
76,0.9411504711833559,0.38776415288151006
77,0.940726168948079,0.38772452053637535
78,0.9403646569623719,0.38816687400709426
79,0.9397075820567634,0.3882287524088101
80,0.9395517806068142,0.3880909460386627
81,0.9391018578288249,0.3878918535659104
82,0.938979995856819,0.38782750024641793
83,0.9383813177756151,0.38799626635875345
84,0.937245879420119,0.38776266733361003
85,0.9370273321160005,0.3877200430900014
86,0.9365178747185746,0.3871602231100232
87,0.9361029926752306,0.38733669322876735
88,0.9357000155858518,0.38728003939329697
89,0.9355051188228175,0.3874775955449678
90,0.9346584208775077,0.3881681504753155
91,0.9341904108916611,0.3883231236317857
92,0.9339383948024557,0.3885811863341258
93,0.9336347025649571,0.38896101724191096
94,0.933213318164834,0.38897630522599524
95,0.9329529792775039,0.38900057668090726
96,0.9325324669223871,0.3894050770095314
97,0.9323272835868476,0.3896058479199133
98,0.9320650236527175,0.38998345608122736
99,0.9307653798066753,0.3908272422590851
100,0.9306043422302396,0.3909528109024411
101,0.930160622793084,0.3914499381081914
102,0.9297141474595231,0.39142757726059363
103,0.9290152829740942,0.3914802674813309
104,0.9286632728554636,0.39153944091930987
105,0.9280748897534942,0.3921860822621666
106,0.927868801569575,0.3922650549109761
107,0.927818382203163,0.39222333302251866
108,0.9273227833146171,0.3921876707809526
109,0.9269370542005512,0.39211065233243897
110,0.9264679125242995,0.3921549931005653
111,0.9261417039764509,0.3921374326087499
112,0.926034335643624,0.3922351919511176
113,0.9256990568183826,0.3924416687677723
114,0.9254756108813681,0.392557374815961
115,0.9250964036854867,0.3925291555219036
116,0.9248578382941063,0.39274934575279896
117,0.9245960257967064,0.3928109256813388
118,0.9242799422810211,0.39289247639235314
119,0.9237262159363543,0.3927534911530321
120,0.92357167710339,0.39289849717039516
121,0.9233408564523892,0.3929951876233283
122,0.9229408408039781,0.39314954075799163
123,0.9225550463848838,0.3933262459358492
124,0.9224611351497646,0.39329418998170435
125,0.9222781686941613,0.3936117881825482
126,0.9223152059479439,0.39356503817023686
127,0.9220964926089896,0.39375573063788
128,0.921938308004021,0.3937418251526334
129,0.9217306133443942,0.39396637700746345
130,0.9215445353992128,0.39392594106183526
131,0.9213771503346692,0.3938169716548713
132,0.9208500625183611,0.3943784070633018
133,0.9207893932070598,0.394225049359848
134,0.9205709281496419,0.39449990864406703
135,0.9202875216507806,0.394142798652015
136,0.920155688954091,0.39418770769243905
137,0.9200174303459893,0.3943530139842525
138,0.9197298929418454,0.39429574024845365
139,0.9194263165497747,0.3943040120157587
140,0.9193332793632949,0.39437796457372354
141,0.9190215970391009,0.39440651483124656
142,0.9188473316753698,0.39428634663454315
143,0.9184285607966566,0.3945015016186014
144,0.9182217306685676,0.3944341988248316
145,0.9181133065958079,0.39449024506637465
146,0.9177151997160838,0.39453344629003084
147,0.917451803534855,0.3944815135976472
148,0.9173300754537876,0.3945065046418826
149,0.9172202240452255,0.3945574703378826
150,0.9169489616076125,0.3945003865508032
151,0.9168417017627669,0.3946313739270042
152,0.9162293127069272,0.3944038623392245
153,0.915903762037528,0.3945020962404766
154,0.915360068099224,0.3946797615190458
155,0.9150118908403353,0.394764489616439
156,0.9138679379837887,0.394251730048021
157,0.913679208865937,0.3941628316379177
158,0.9136178028891546,0.39412503621879824
159,0.9136225030267485,0.3940708721705199
