gen,HV_norm,feasible_ratio_soft,feasible_ratio_strict,min_cost,min_emission_gCO2,min_time,vio_mean_miss_alloc,vio_mean_miss_tt,vio_mean_cap_excess,vio_mean_node_cap_excess,vio_mean_late_h,vio_mean_wait_h
0,0.163,1.0,0.0,467605005430.2392,3088745026.293753,762.8283333333334,0.0,0.0,0.0,0.0,9192.054372133414,4559.48088345525
1,0.163,1.0,0.0,467605005430.2392,3060691030.4235477,689.1971428571428,0.0,0.0,0.0,0.0,9011.66914403634,4522.210235218999
2,0.163,1.0,0.0,462349023145.5492,3027213054.3054986,689.1971428571428,0.0,0.0,0.0,0.0,8688.462402366318,4389.078031277281
3,0.163,1.0,0.0,462349023145.5492,3011736715.323119,657.8288095238095,0.0,0.0,0.0,0.0,8652.211074321109,4443.494963514308
4,0.163,1.0,0.0,462349023145.5492,3010527194.572982,651.9633333333334,0.0,0.0,0.0,0.0,8534.515412257619,4423.811851538869
5,0.538,1.0,0.0,462349023145.5492,2963430901.15373,648.9830952380952,0.0,0.0,0.0,0.0,8513.786028590408,4452.707473818077
6,0.538,1.0,0.0,461498659138.3872,2951400819.082686,648.7447619047618,0.0,0.0,0.0,0.0,8546.173081050558,4536.612417099254
7,0.538,1.0,0.0,461498659138.3872,2944458215.186628,648.7447619047618,0.0,0.0,0.0,0.0,8577.876033207269,4576.536930313808
8,0.538,1.0,0.0,461498659138.3872,2932093783.319494,648.7447619047618,0.0,0.0,0.0,0.0,8573.919624149134,4586.909012284995
9,0.538,1.0,0.0,461498659138.3872,2932093783.319494,645.855,0.0,0.0,0.0,0.0,8505.642972289717,4562.420013864672
10,0.586,1.0,0.0,461498659138.3872,2927622519.0227804,642.88,0.0,0.0,0.0,0.0,8449.014076542813,4541.059790362198
11,0.586,1.0,0.0,461498659138.3872,2896858485.921211,642.88,0.0,0.0,0.0,0.0,8426.781004103672,4540.476752039523
12,0.586,1.0,0.0,461498659138.3872,2885241258.991331,642.88,0.0,0.0,0.0,0.0,8415.351732113193,4553.020341646793
13,0.586,1.0,0.0,460935244330.9565,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8406.537883404351,4561.55225345677
14,0.586,1.0,0.0,460935244330.9565,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8546.708870698974,4686.352522784453
15,0.6275,1.0,0.0,458752257575.0303,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8634.096313491578,4750.279532056691
16,0.6275,1.0,0.0,458752257575.0303,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8636.690492320311,4764.745873076362
17,0.6275,1.0,0.0,458752257575.0303,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8590.665498266522,4744.72351704903
18,0.6275,1.0,0.0,452072146207.0538,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8566.92732139153,4739.0033441890055
19,0.6275,1.0,0.0,452072146207.0538,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8540.566986183538,4718.190806686877
20,0.638,1.0,0.0,452072146207.0538,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8527.418696369092,4717.542252060742
21,0.638,1.0,0.0,452072146207.0538,2878999916.7512975,642.88,0.0,0.0,0.0,0.0,8507.554734573085,4708.1589994391425
22,0.638,1.0,0.0,452072146207.0538,2874031274.97214,642.88,0.0,0.0,0.0,0.0,8486.376607974638,4694.670708427322
23,0.638,1.0,0.0,452072146207.0538,2870182947.832326,642.88,0.0,0.0,0.0,0.0,8499.415847769546,4714.584514850519
24,0.638,1.0,0.0,452072146207.0538,2862628666.0983486,642.88,0.0,0.0,0.0,0.0,8528.265804467988,4741.098034549963
25,0.6425,1.0,0.0,452072146207.0538,2862628666.0983486,642.88,0.0,0.0,0.0,0.0,8540.091164464275,4761.826220321583
26,0.6425,1.0,0.0,452072146207.0538,2862628666.0983486,642.88,0.0,0.0,0.0,0.0,8569.374684744806,4787.909859289197
27,0.6425,1.0,0.0,450683491513.36066,2857937026.297308,642.88,0.0,0.0,0.0,0.0,8506.892462142538,4750.844720161108
28,0.6425,1.0,0.0,450683491513.36066,2848496918.057441,642.88,0.0,0.0,0.0,0.0,8378.936434890138,4670.367231776292
29,0.6425,1.0,0.0,450683491513.36066,2848496918.057441,642.88,0.0,0.0,0.0,0.0,8392.22787478663,4684.273408102275
30,0.6565,1.0,0.0,450683491513.36066,2848496918.057441,642.88,0.0,0.0,0.0,0.0,8409.874626546698,4697.668056798302
31,0.6565,1.0,0.0,443704054057.6728,2848496918.057441,642.88,0.0,0.0,0.0,0.0,8416.899635362817,4689.298667669642
32,0.6565,1.0,0.0,443704054057.6728,2848496918.057441,642.88,0.0,0.0,0.0,0.0,8373.34216751256,4662.321118371583
