gen,spacing_mean,spacing_std
0,0.04805731200767268,0.024974160847710824
1,0.04950971949295931,0.031766548925514865
2,0.04358291718278039,0.025257528627266015
3,0.04444791711070027,0.025466037230167497
4,0.03475232997970525,0.014069316642882072
5,0.0372344750666141,0.016899555292288454
6,0.031911423339639346,0.015111956753895752
7,0.031033409098060606,0.015309847455885334
8,0.030626606726541848,0.015731547117695095
9,0.02857635825255491,0.01854394984066176
10,0.03072730837999837,0.02543465142049353
11,0.028298985054722225,0.020059994499849212
12,0.027450041402068134,0.019420353855907648
13,0.026045725089733428,0.019883499817521612
14,0.026611481248151332,0.016101963968060854
15,0.026321250837226067,0.015370287355462772
16,0.023921621897745226,0.01190017877440745
17,0.02487220593881479,0.014310983105804281
18,0.025360693673096586,0.01865165799490938
19,0.021317860669080792,0.009564920936247192
20,0.022385540159381767,0.01651494404496208
21,0.023217169682933882,0.014807726813226405
22,0.02509652078325271,0.01883487323979011
23,0.023829444568449383,0.01621006851035811
24,0.023147503845237418,0.010607802047628654
25,0.02341444485655034,0.012005174039716146
26,0.024408886692907663,0.012924720992416597
27,0.02435970133798364,0.013365791469938151
28,0.024428438763478475,0.013505031529616985
29,0.023344334275272976,0.012370514743466713
30,0.02230868183924846,0.011346458664328552
31,0.024501768810018257,0.013219652262066303
32,0.024045377087691996,0.014675038211721213
33,0.02452106761606181,0.014774366017060626
34,0.025545831991726893,0.014655234097150553
35,0.022974281002408527,0.0126385412398894
36,0.020510958548456668,0.011836353654421317
37,0.022846572431112145,0.01257549108865242
38,0.022644919314639467,0.012922271449473744
39,0.022140617112099456,0.012415267815752352
40,0.02251267166158084,0.011940111506002691
41,0.02174946089710483,0.010772686339687214
42,0.02117315754148924,0.012274362469296534
43,0.021509064575833906,0.011923065323045408
44,0.02000328373029237,0.011494619642146668
45,0.020023936330518424,0.010830286684194453
46,0.01976779511048492,0.010617709941627322
47,0.01988563586962821,0.011212261962734983
48,0.02058347163521425,0.011223571065661166
49,0.020612509776863984,0.010669056808997735
50,0.01962407673188332,0.009852502333882752
51,0.02111336994831855,0.010014247847205275
52,0.020600134342916226,0.009468646099388188
53,0.02134699801997479,0.01045305548069011
54,0.022118382445154308,0.010888817299335496
55,0.020938866822752547,0.009941818797994849
56,0.022297086734406824,0.011571397924593213
57,0.022621766762709706,0.012473204595152198
58,0.02113726700376797,0.010701619622208156
59,0.021473991584095832,0.010586242874085194
60,0.021920441108958685,0.012153488301260158
61,0.02211246439139353,0.011434861856078095
62,0.02200764958161238,0.011557931563619745
63,0.02211843145532536,0.011920742468954554
64,0.023405841315286592,0.01359099552824703
65,0.024148369112244206,0.014110428386825403
66,0.023073504366061006,0.01289373574932349
67,0.023081682903602588,0.01435111666253282
68,0.021317958403896903,0.012824457645300612
69,0.021011518632530965,0.01178128776554422
70,0.02131051651361594,0.01191841709226521
71,0.021814625350236223,0.011635261391052644
72,0.020951994610917908,0.010839300709534505
73,0.022586869758851373,0.01270559998611405
74,0.02346208430984855,0.012877921457910889
75,0.02390895120587362,0.01238782065083689
76,0.02409772619269266,0.012298025278856317
77,0.023654997189340523,0.011647475971284288
78,0.02266414068441903,0.011264806157427365
79,0.02254444972777947,0.012948904691013749
80,0.02131449054468641,0.012604596117875035
81,0.02184019827577496,0.01269342388429352
82,0.023372652785822724,0.013848002314972463
83,0.022395073011937203,0.01051883331763522
84,0.023233261446032015,0.010339980229071323
85,0.023925565518382985,0.011216648162294724
86,0.02356804034922639,0.011511093293215535
87,0.024035197396850564,0.012598391499157582
88,0.023258065610125098,0.012509024378820358
89,0.02451804081621821,0.012754934913741616
90,0.024979356195559802,0.0131679323710986
91,0.024570661706699505,0.014230242344780193
92,0.023261382273002527,0.012549707044211574
93,0.02169567168995307,0.011868274268137729
94,0.021875484713245418,0.011866807140089794
95,0.0240533711090588,0.016049646229463768
96,0.025117023755042676,0.01595322177011286
97,0.024770865187518695,0.0160045496218252
98,0.023678396727921023,0.01639858279278012
99,0.02355617841221151,0.014047501120381903
100,0.024017406566582127,0.013422124259565762
101,0.025263400576282218,0.016282272438118424
102,0.02649983398495254,0.01639374498735523
103,0.024629945473997345,0.016829001008990666
104,0.024218404647196032,0.015024955600089873
105,0.024175549124797573,0.014527560487734173
106,0.023483320297346778,0.014562797710585778
107,0.02283745583814157,0.01503231077313315
108,0.021232690361183876,0.01232103239860124
109,0.023465411851188365,0.013820133711859268
110,0.022213475158137208,0.01080298136049727
111,0.02192769314930199,0.009928167183837395
112,0.021528672147314434,0.01061615349300514
113,0.020635578081570013,0.01088883009831237
114,0.023954646555087996,0.014686718721961962
115,0.02104866031685889,0.011740319179670241
116,0.021451895208827454,0.011616515139685037
117,0.021522370761766628,0.010762397925017094
118,0.021293817514794082,0.010679221935723598
119,0.02372851606993582,0.015188859064896873
120,0.02165062508558492,0.01033535746861429
121,0.02314212707839928,0.01284847180887541
122,0.022681738184028334,0.014047306340858138
123,0.021700527686834406,0.014003780053664728
124,0.019637004688487832,0.010253826247104383
125,0.02151992185345863,0.013712325686406505
126,0.023144270866388938,0.015468691453800917
127,0.02299994987492947,0.013757269484186882
128,0.02240149192687859,0.013467495867631943
129,0.022351567483695666,0.01345732949977609
130,0.02397225614150035,0.013915140873970324
131,0.021608556562145876,0.01219882428954325
132,0.021606454717691476,0.011951852769520203
133,0.02294016272163342,0.013530823163693365
134,0.02195314934615923,0.013167188268592221
135,0.020876113552337185,0.01205059287705134
136,0.02016208964390807,0.011835321541016786
137,0.021530977615382117,0.01245937177882364
138,0.022561056138868014,0.013396402576686992
139,0.02491425008501776,0.013924904302342818
140,0.02454805896886619,0.01226279709590682
141,0.022871270203737602,0.011155783468241892
142,0.02124213154403839,0.011384866480040428
143,0.021500791225995866,0.013060535569731968
144,0.02226464496469926,0.013414060536412541
145,0.021841184540230492,0.013184095963544749
146,0.02199539380177416,0.013204685377958544
147,0.021191465889504848,0.012659707316101528
148,0.020217924561982757,0.01285617491114782
149,0.020609614423102558,0.013414908759963042
150,0.02196612401784146,0.013454771460197612
151,0.021527403774528366,0.012233137863099482
152,0.022975565481224494,0.014291502690653846
153,0.02284897159790025,0.014795958055231833
154,0.022941012164416585,0.013272053514814974
155,0.02269128530806296,0.013231396765066494
156,0.02492773598662692,0.014513108817323662
157,0.02251503465543582,0.012093822451892245
158,0.024313602741493513,0.015072582847734793
159,0.02380392116526849,0.01625859536245118
