case_id,scenario,runs,successful_runs,success_rate,total_front_points,union_front_size,best_cost_usd,cost_median_usd,cost_q1_usd,cost_q3_usd,best_weighted_mean_delivery_time_h,weighted_mean_delivery_time_median_h,weighted_mean_delivery_time_q1_h,weighted_mean_delivery_time_q3_h,hypervolume_median,hypervolume_q1,hypervolume_q3,spacing_median,elapsed_median_seconds,elapsed_total_seconds,ideal_cost_usd,ideal_weighted_mean_delivery_time_h,nadir_cost_usd,nadir_weighted_mean_delivery_time_h,hypervolume_reference_normalized
D3,la_lb_port_capacity_50pct,30,30,1.0,655,38,26674109.5122458,27439622.894004077,27173513.191231016,27716567.051883645,657.9484447214204,661.9215932413517,660.7410670999226,663.4047893398043,0.6992741344498863,0.6275123812874857,0.8036136400791783,0.02637443645536001,14.455702914856374,433.34086681948975,26674109.5122458,657.9484447214204,30169692.678471133,678.3233469962859,1.1|1.1
D3,pilot_baseline,30,30,1.0,826,71,26576332.611434035,27130204.126386963,27027917.901911195,27207432.99619214,628.0642444823245,635.1141538966688,633.4351147736375,638.4380515381438,0.6525251162925374,0.6252591632665971,0.690155829714644,0.02334491781879139,14.162246946478263,426.1365540297702,26576332.611434035,628.0642444823245,28699212.459725145,666.2327002301871,1.1|1.1
D3,seattle_tacoma_departure_delay_72h,30,30,1.0,526,49,27836448.613146864,28107689.08380893,28022498.993054163,28175466.289672557,623.228279093574,626.8285107457829,625.9711924594145,628.2483106683167,0.7931015744225349,0.7130142871530568,0.8695423956860422,0.030671595060566763,13.342254924820736,400.2952329306863,27836448.613146864,623.228279093574,29159692.212814376,646.8578321640065,1.1|1.1
D3,seattle_tacoma_port_capacity_50pct,30,30,1.0,826,71,26576332.611434035,27130204.126386963,27027917.901911195,27207432.99619214,628.0642444823245,635.1141538966688,633.4351147736375,638.4380515381438,0.6525251162925374,0.6252591632665971,0.690155829714644,0.02334491781879139,14.186211748514324,426.4777742708102,26576332.611434035,628.0642444823245,28699212.459725145,666.2327002301871,1.1|1.1
D3,uswc_compound_50pct_delay_120h,30,30,1.0,102,10,37938004.828999154,39156492.00374442,38758654.725507915,39371685.52877506,746.1838900110694,747.8322968813814,746.8693949024521,748.3659157129102,0.5525074020051912,0.3570865905055905,0.740087980111526,0.008805045635062798,12.744250321527943,381.1586515554227,37938004.828999154,746.1838900110694,40616247.114991814,751.6722851309406,1.1|1.1
D3,uswc_departure_delay_120h,30,30,1.0,102,10,37938004.828999154,39156492.00374442,38758654.725507915,39371685.52877506,746.1838900110694,747.8322968813814,746.8693949024521,748.3659157129102,0.5525074020051912,0.3570865905055905,0.740087980111526,0.008805045635062798,12.770430497126654,381.6197157376446,37938004.828999154,746.1838900110694,40616247.114991814,751.6722851309406,1.1|1.1
D3,uswc_departure_delay_168h,30,30,1.0,64,8,49767168.29819384,50264596.62454848,50033157.04200185,50539376.49873327,789.1023799783801,790.3101731363716,789.9280437272603,790.9654329302499,0.44926633843035024,0.22677728260776125,0.7074358633773415,0.0,12.488157342886552,374.326688954141,49767168.29819384,789.1023799783801,50906066.38882103,792.6729258085942,1.1|1.1
D3,uswc_departure_delay_96h,30,30,1.0,171,13,32918793.896751024,34174099.477317154,33906165.01534048,34516910.53065655,718.6843838662497,719.6814294023817,719.2175118891378,720.0957757207633,0.5504387236633086,0.38885401419111826,0.666294835570686,0.035058577754522174,12.820337663404644,384.98638927098364,32918793.896751024,718.6843838662497,35432455.41121957,724.5645891148007,1.1|1.1
D3,uswc_port_capacity_60pct,30,30,1.0,858,54,26673764.66638679,27198204.69646387,27115594.598262176,27388252.168800224,642.511115958239,646.4278986475867,643.7104472785911,648.3944038423476,0.7897282454461807,0.7517784244749084,0.8288062593752569,0.02231406500119481,14.296588343335316,429.5184670970775,26673764.66638679,642.511115958239,30155290.02429851,666.1166580632056,1.1|1.1
D3,uswc_port_capacity_65pct,30,30,1.0,893,73,26634379.89320064,27169830.154814634,27040285.681963198,27277470.643167183,635.4372734833311,640.6469242196288,638.5830760755587,641.697564082707,0.816758935943418,0.7691425590024954,0.8561216971900836,0.01907507117402595,14.309571496443823,428.6112445574254,26634379.89320064,635.4372734833311,29882692.2318896,666.2327002301871,1.1|1.1
