case_id,scenario,seed,elapsed_seconds,population_size,generations,feasible_population,pareto_size,min_cost_usd,min_makespan_h,hypervolume_normalized,spacing_normalized
D1,pilot_baseline,20260906,19.86942016519606,96,49,96,1,24756565.640742645,748.8,0.7431833482926784,0.0
D1,pilot_baseline,20260907,19.500614467076957,96,49,96,1,24668733.153563347,748.8,0.8740142286065465,0.0
D1,pilot_baseline,20260908,19.92589560803026,96,49,96,1,24976716.419641875,748.8,0.41525775799971926,0.0
D1,pilot_baseline,20260909,20.070887259207666,96,49,96,1,24443171.22286667,748.8,1.2100000000000002,0.0
D1,pilot_baseline,20260910,19.809843881987035,96,49,96,1,24792330.64158818,748.8,0.6899095916757682,0.0
D1,pilot_baseline,20260911,19.86122605809942,96,49,96,1,24873627.130519934,748.8,0.5688144074797915,0.0
D1,pilot_baseline,20260912,19.731928310822695,96,49,96,1,24887233.553264197,748.8,0.5485469606304195,0.0
D1,pilot_baseline,20260913,19.674475649837404,96,49,96,1,24601710.706407376,748.8,0.9738475140320807,0.0
D1,pilot_baseline,20260914,19.649092143401504,96,49,96,1,24537549.113259323,748.8,1.0694194144015208,0.0
D1,pilot_baseline,20260915,19.803142980206758,96,49,96,1,25181649.292153087,748.8,0.11000000000000011,0.0
D2,pilot_baseline,20260906,19.166435768827796,96,49,96,1,25028826.275587868,760.8,0.9817650828886622,0.0
D2,pilot_baseline,20260907,19.435187905095518,96,49,96,2,25270359.764890216,760.8,0.5801787632171386,0.0
D2,pilot_baseline,20260908,19.209597165696323,96,49,96,2,25487561.331189547,760.8,0.12941412479817135,0.0
D2,pilot_baseline,20260909,19.683410360943526,96,49,96,1,25024909.529960677,760.8,0.9873849716945475,0.0
D2,pilot_baseline,20260910,19.37339945603162,96,49,96,1,25371511.603669424,760.8,0.4900677344938495,0.0
D2,pilot_baseline,20260911,19.599592533893883,96,49,96,1,24869759.40710607,760.8,1.2100000000000002,0.0
D2,pilot_baseline,20260912,19.461348614189774,96,49,96,1,24898138.340596143,760.8,1.1692808760577578,0.0
D2,pilot_baseline,20260913,19.810193019919097,96,49,96,1,24984123.9142376,760.8,1.0459056536740052,0.0
D2,pilot_baseline,20260914,19.487078216858208,96,49,96,1,25218783.586900093,760.8,0.709207437064385,0.0
D2,pilot_baseline,20260915,19.685029617045075,96,49,96,1,25130758.098312084,760.8,0.8355096034634706,0.0
D3,pilot_baseline,20260906,19.729607075918466,96,49,96,1,27234828.87304988,772.8,0.11000000000000011,0.0
D3,pilot_baseline,20260907,19.72846380015835,96,49,96,1,26763955.354541738,772.8,0.7977564699856928,0.0
D3,pilot_baseline,20260908,19.30605970416218,96,49,96,1,26932704.523588613,772.8,0.5512819322278629,0.0
D3,pilot_baseline,20260909,19.718781505245715,96,49,96,1,26951766.431592714,772.8,0.5234401657135158,0.0
D3,pilot_baseline,20260910,19.593359767924994,96,49,96,2,26941499.479616925,772.8,0.5383027701222596,0.0
D3,pilot_baseline,20260911,19.793766021728516,96,49,96,3,26668766.35641125,772.8,0.8463916332209648,0.1291069542016493
D3,pilot_baseline,20260912,19.797613658942282,96,49,96,1,26512708.539818376,772.8,1.1647268252878031,0.0
D3,pilot_baseline,20260913,19.682798812631518,96,49,96,1,26481712.19154526,772.8,1.2100000000000002,0.0
D3,pilot_baseline,20260914,19.55429271562025,96,49,96,1,26749806.376476157,772.8,0.8184224255465811,0.0
D3,pilot_baseline,20260915,19.52884171716869,96,49,96,1,26758420.93224818,772.8,0.8058400308367841,0.0
