0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.05,0.05,0.05,0.05,0.075,0.075,0.075,0.075,0.075,0.087,0.087,0.087,0.087,0.087,0.098,0.098,0.098,0.098,0.098,0.105,0.105,0.105,0.105,0.105,0.1125,0.1125,0.1125,0.1125,0.1125,0.12,0.12,0.12,0.12,0.12,0.124,0.124,0.124,0.124,0.124,0.127,0.127,0.127,0.127,0.127,0.129,0.129,0.129,0.129,0.129,0.128,0.128,0.128,0.128,0.128,0.1295,0.1295,0.1295,0.1295,0.1295,0.1305,0.1305,0.1305,0.1305,0.1305,0.131,0.131,0.131,0.131,0.131,0.132,0.132,0.132,0.132,0.132,0.1325,0.1325,0.1325,0.1325,0.1325,0.1355,0.1355,0.1355,0.1355,0.1355,0.136,0.136,0.136,0.136,0.136,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.1365,0.1365,0.1365,0.1365,0.1365,0.138,0.138,0.138,0.138,0.138,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1395,0.1395,0.1395,0.1395,0.1395,0.14,0.14,0.14,0.14,0.14,0.1395,0.1395,0.1395,0.1395,0.1395,0.139,0.139,0.139,0.139,0.139
0.1945,0.1945,0.1945,0.1945,0.1945,0.256,0.256,0.256,0.256,0.256,0.279,0.279,0.279,0.279,0.279,0.298,0.298,0.298,0.298,0.298,0.308,0.308,0.308,0.308,0.308,0.3225,0.3225,0.3225,0.3225,0.3225,0.3345,0.3345,0.3345,0.3345,0.3345,0.3375,0.3375,0.3375,0.3375,0.3375,0.3385,0.3385,0.3385,0.3385,0.3385,0.365,0.365,0.365,0.365,0.365,0.3685,0.3685,0.3685,0.3685,0.3685,0.373,0.373,0.373,0.373,0.373,0.381,0.381,0.381,0.381,0.381,0.384,0.384,0.384,0.384,0.384,0.3825,0.3825,0.3825,0.3825,0.3825,0.383,0.383,0.383,0.383,0.383,0.385,0.385,0.385,0.385,0.385,0.391,0.391,0.391,0.391,0.391,0.3935,0.3935,0.3935,0.3935,0.3935,0.396,0.396,0.396,0.396,0.396,0.3985,0.3985,0.3985,0.3985,0.3985,0.4005,0.4005,0.4005,0.4005,0.4005,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4075,0.4075,0.4075,0.4075,0.4075,0.407,0.407,0.407,0.407,0.407,0.406,0.406,0.406,0.406,0.406,0.4065,0.4065,0.4065,0.4065,0.4065,0.407,0.407,0.407,0.407,0.407,0.4075,0.4075,0.4075,0.4075,0.4075,0.408,0.408,0.408,0.408,0.408,0.4085,0.4085,0.4085,0.4085,0.4085
0.03,0.03,0.03,0.03,0.03,0.0445,0.0445,0.0445,0.0445,0.0445,0.0545,0.0545,0.0545,0.0545,0.0545,0.0615,0.0615,0.0615,0.0615,0.0615,0.0605,0.0605,0.0605,0.0605,0.0605,0.0645,0.0645,0.0645,0.0645,0.0645,0.068,0.068,0.068,0.068,0.068,0.07,0.07,0.07,0.07,0.07,0.0735,0.0735,0.0735,0.0735,0.0735,0.0735,0.0735,0.0735,0.0735,0.0735,0.073,0.073,0.073,0.073,0.073,0.0735,0.0735,0.0735,0.0735,0.0735,0.073,0.073,0.073,0.073,0.073,0.075,0.075,0.075,0.075,0.075,0.0765,0.0765,0.0765,0.0765,0.0765,0.076,0.076,0.076,0.076,0.076,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0785,0.0785,0.0785,0.0785,0.0785,0.0805,0.0805,0.0805,0.0805,0.0805,0.082,0.082,0.082,0.082,0.082,0.0825,0.0825,0.0825,0.0825,0.0825,0.084,0.084,0.084,0.084,0.084,0.085,0.085,0.085,0.085,0.085,0.0845,0.0845,0.0845,0.0845,0.0845,0.0855,0.0855,0.0855,0.0855,0.0855,0.0885,0.0885,0.0885,0.0885,0.0885,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.089,0.089,0.089,0.089,0.089
0.1845,0.1845,0.1845,0.1845,0.1845,0.224,0.224,0.224,0.224,0.224,0.2435,0.2435,0.2435,0.2435,0.2435,0.2545,0.2545,0.2545,0.2545,0.2545,0.259,0.259,0.259,0.259,0.259,0.26,0.26,0.26,0.26,0.26,0.266,0.266,0.266,0.266,0.266,0.2675,0.2675,0.2675,0.2675,0.2675,0.2695,0.2695,0.2695,0.2695,0.2695,0.274,0.274,0.274,0.274,0.274,0.277,0.277,0.277,0.277,0.277,0.279,0.279,0.279,0.279,0.279,0.2825,0.2825,0.2825,0.2825,0.2825,0.283,0.283,0.283,0.283,0.283,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835,0.2835,0.2845,0.2845,0.2845,0.2845,0.2845,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.2855,0.2855,0.2855,0.2855,0.2855,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.287,0.287,0.287,0.287,0.287,0.2875,0.2875,0.2875,0.2875,0.2875,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2895,0.2915,0.2915,0.2915,0.2915,0.2915
0.0675,0.0675,0.0675,0.0675,0.0675,0.109,0.109,0.109,0.109,0.109,0.1365,0.1365,0.1365,0.1365,0.1365,0.148,0.148,0.148,0.148,0.148,0.1535,0.1535,0.1535,0.1535,0.1535,0.155,0.155,0.155,0.155,0.155,0.1605,0.1605,0.1605,0.1605,0.1605,0.163,0.163,0.163,0.163,0.163,0.1645,0.1645,0.1645,0.1645,0.1645,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1705,0.1705,0.1705,0.1705,0.1705,0.1695,0.1695,0.1695,0.1695,0.1695,0.17,0.17,0.17,0.17,0.17,0.171,0.171,0.171,0.171,0.171,0.1725,0.1725,0.1725,0.1725,0.1725,0.172,0.172,0.172,0.172,0.172,0.1735,0.1735,0.1735,0.1735,0.1735,0.173,0.173,0.173,0.173,0.173,0.174,0.174,0.174,0.174,0.174,0.1745,0.1745,0.1745,0.1745,0.1745,0.1765,0.1765,0.1765,0.1765,0.1765,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.1805,0.1805,0.1805,0.1805,0.1805,0.1805,0.1805,0.1805,0.1805,0.1805,0.1835,0.1835,0.1835,0.1835,0.1835
0.358,0.358,0.358,0.358,0.358,0.463,0.463,0.463,0.463,0.463,0.485,0.485,0.485,0.485,0.485,0.525,0.525,0.525,0.525,0.525,0.535,0.535,0.535,0.535,0.535,0.549,0.549,0.549,0.549,0.549,0.555,0.555,0.555,0.555,0.555,0.561,0.561,0.561,0.561,0.561,0.569,0.569,0.569,0.569,0.569,0.57,0.57,0.57,0.57,0.57,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.571,0.571,0.571,0.571,0.571,0.572,0.572,0.572,0.572,0.572,0.574,0.574,0.574,0.574,0.574,0.5755,0.5755,0.5755,0.5755,0.5755,0.5775,0.5775,0.5775,0.5775,0.5775,0.5795,0.5795,0.5795,0.5795,0.5795,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.5805,0.5805,0.5805,0.5805,0.5805,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.584,0.584,0.584,0.584,0.584,0.5845,0.5845,0.5845,0.5845,0.5845,0.585,0.585,0.585,0.585,0.585,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875
0.1795,0.1795,0.1795,0.1795,0.1795,0.2305,0.2305,0.2305,0.2305,0.2305,0.2565,0.2565,0.2565,0.2565,0.2565,0.279,0.279,0.279,0.279,0.279,0.298,0.298,0.298,0.298,0.298,0.306,0.306,0.306,0.306,0.306,0.3115,0.3115,0.3115,0.3115,0.3115,0.34,0.34,0.34,0.34,0.34,0.342,0.342,0.342,0.342,0.342,0.348,0.348,0.348,0.348,0.348,0.3515,0.3515,0.3515,0.3515,0.3515,0.3645,0.3645,0.3645,0.3645,0.3645,0.3675,0.3675,0.3675,0.3675,0.3675,0.3725,0.3725,0.3725,0.3725,0.3725,0.38,0.38,0.38,0.38,0.38,0.3835,0.3835,0.3835,0.3835,0.3835,0.392,0.392,0.392,0.392,0.392,0.393,0.393,0.393,0.393,0.393,0.3955,0.3955,0.3955,0.3955,0.3955,0.397,0.397,0.397,0.397,0.397,0.3995,0.3995,0.3995,0.3995,0.3995,0.403,0.403,0.403,0.403,0.403,0.4045,0.4045,0.4045,0.4045,0.4045,0.406,0.406,0.406,0.406,0.406,0.407,0.407,0.407,0.407,0.407,0.4075,0.4075,0.4075,0.4075,0.4075,0.41,0.41,0.41,0.41,0.41,0.412,0.412,0.412,0.412,0.412,0.4125,0.4125,0.4125,0.4125,0.4125,0.4155,0.4155,0.4155,0.4155,0.4155,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419,0.419
0.13,0.13,0.13,0.13,0.13,0.408,0.408,0.408,0.408,0.408,0.4375,0.4375,0.4375,0.4375,0.4375,0.4795,0.4795,0.4795,0.4795,0.4795,0.503,0.503,0.503,0.503,0.503,0.518,0.518,0.518,0.518,0.518,0.5505,0.5505,0.5505,0.5505,0.5505,0.556,0.556,0.556,0.556,0.556,0.561,0.561,0.561,0.561,0.561,0.5665,0.5665,0.5665,0.5665,0.5665,0.5735,0.5735,0.5735,0.5735,0.5735,0.5785,0.5785,0.5785,0.5785,0.5785,0.59,0.59,0.59,0.59,0.59,0.5915,0.5915,0.5915,0.5915,0.5915,0.5935,0.5935,0.5935,0.5935,0.5935,0.5965,0.5965,0.5965,0.5965,0.5965,0.599,0.599,0.599,0.599,0.599,0.5995,0.5995,0.5995,0.5995,0.5995,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.601,0.602,0.602,0.602,0.602,0.602,0.604,0.604,0.604,0.604,0.604,0.603,0.603,0.603,0.603,0.603,0.602,0.602,0.602,0.602,0.602,0.6025,0.6025,0.6025,0.6025,0.6025,0.6035,0.6035,0.6035,0.6035,0.6035,0.606,0.606,0.606,0.606,0.606,0.6065,0.6065,0.6065,0.6065,0.6065,0.607,0.607,0.607,0.607,0.607,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.609,0.609,0.609,0.609,0.609
0.1115,0.1115,0.1115,0.1115,0.1115,0.1445,0.1445,0.1445,0.1445,0.1445,0.1695,0.1695,0.1695,0.1695,0.1695,0.176,0.176,0.176,0.176,0.176,0.1805,0.1805,0.1805,0.1805,0.1805,0.1835,0.1835,0.1835,0.1835,0.1835,0.1885,0.1885,0.1885,0.1885,0.1885,0.1915,0.1915,0.1915,0.1915,0.1915,0.194,0.194,0.194,0.194,0.194,0.196,0.196,0.196,0.196,0.196,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.1975,0.2135,0.2135,0.2135,0.2135,0.2135,0.2145,0.2145,0.2145,0.2145,0.2145,0.216,0.216,0.216,0.216,0.216,0.2175,0.2175,0.2175,0.2175,0.2175,0.218,0.218,0.218,0.218,0.218,0.2195,0.2195,0.2195,0.2195,0.2195,0.2255,0.2255,0.2255,0.2255,0.2255,0.2265,0.2265,0.2265,0.2265,0.2265,0.229,0.229,0.229,0.229,0.229,0.2285,0.2285,0.2285,0.2285,0.2285,0.231,0.231,0.231,0.231,0.231,0.238,0.238,0.238,0.238,0.238,0.2385,0.2385,0.2385,0.2385,0.2385,0.246,0.246,0.246,0.246,0.246,0.248,0.248,0.248,0.248,0.248,0.247,0.247,0.247,0.247,0.247,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.253,0.253,0.253,0.253,0.253
