gen,HV_norm,feasible_ratio_soft,feasible_ratio_strict,min_cost,min_emission_gCO2,min_time,vio_mean_miss_alloc,vio_mean_miss_tt,vio_mean_cap_excess,vio_mean_node_cap_excess,vio_mean_late_h,vio_mean_wait_h
29,0.518,1.0,0.0,84614442443.07416,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1867.4791064519486,1534.2376019339374
30,0.5505,1.0,0.0,84484718542.57976,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1855.1965617796661,1538.1200686265315
31,0.5505,1.0,0.0,83111494078.78494,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1826.996084032394,1519.5979723773323
32,0.5505,1.0,0.0,83111494078.78494,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1805.9016205629616,1502.7454404589228
33,0.5505,1.0,0.0,82986661798.78122,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1849.6192621115335,1525.7776901796599
34,0.5505,1.0,0.0,82986661798.78122,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1826.4938007494075,1507.0407735888218
35,0.556,1.0,0.0,82986661798.78122,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1802.0400504409863,1497.6357091683733
36,0.556,1.0,0.0,82986661798.78122,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1795.736240327703,1505.376927941702
37,0.556,1.0,0.0,82986661798.78122,1376874538.3635428,591.7,0.0,0.0,0.0,0.0,1812.1746659188811,1509.0820311419873
38,0.556,1.0,0.0,82986661798.78122,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1800.828146505743,1505.7177665557374
39,0.556,1.0,0.0,82986661798.78122,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1800.8589156103503,1506.7830059162843
40,0.561,1.0,0.0,82986661798.78122,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1791.8647060664448,1510.1596003966017
41,0.561,1.0,0.0,82986661798.78122,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1778.8147876217176,1501.9380478487496
42,0.561,1.0,0.0,82986661798.78122,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1772.4789431847194,1500.3684724989514
43,0.561,1.0,0.0,81565337019.12769,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1758.8476812239546,1494.0321334123857
44,0.561,1.0,0.0,81565337019.12769,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1746.3051313726671,1486.7654851334855
45,0.5665,1.0,0.0,81565337019.12769,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1763.8574848569247,1496.2472826657292
46,0.5665,1.0,0.0,81565337019.12769,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1779.0150345467644,1506.0406035127617
47,0.5665,1.0,0.0,81565337019.12769,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1767.6394593807104,1501.0752311666904
48,0.5665,1.0,0.0,81565337019.12769,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1787.7898284659395,1520.4833259994193
49,0.5665,1.0,0.0,81565337019.12769,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1791.9560559929412,1521.981502288081
50,0.5735,1.0,0.0,80097993394.0539,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1791.4296633669753,1514.552446134124
51,0.5735,1.0,0.0,80097993394.0539,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1780.8735364226636,1511.717723105529
52,0.5735,1.0,0.0,80097993394.0539,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1762.9278686994599,1500.1880369852415
53,0.5735,1.0,0.0,80097993394.0539,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1763.2506649918605,1498.7607518812124
54,0.5735,1.0,0.0,79810353067.67004,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1791.2510090494886,1511.5396586730842
55,0.5785,1.0,0.0,79810353067.67004,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1796.5561344587027,1512.9313280317106
56,0.5785,1.0,0.0,79810353067.67004,1372376357.425619,591.7,0.0,0.0,0.0,0.0,1790.2532095208617,1509.112097872118
57,0.5785,1.0,0.0,79810353067.67004,1372376357.425619,584.8642857142858,0.0,0.0,0.0,0.0,1804.7551949440565,1512.9498183182106
58,0.5785,1.0,0.0,79810353067.67004,1372376357.425619,584.8642857142858,0.0,0.0,0.0,0.0,1802.7250802356887,1513.1647741169118
59,0.5785,1.0,0.0,79810353067.67004,1372376357.425619,584.8642857142858,0.0,0.0,0.0,0.0,1816.1040587557736,1523.1179291293238
60,0.59,1.0,0.0,79810353067.67004,1371332907.6740701,584.8642857142858,0.0,0.0,0.0,0.0,1837.1854497759898,1537.4446135708602
61,0.59,1.0,0.0,79810353067.67004,1371332907.6740701,584.8642857142858,0.0,0.0,0.0,0.0,1834.8663546592097,1535.070508998371
62,0.59,1.0,0.0,79810353067.67004,1371332907.6740701,584.8642857142858,0.0,0.0,0.0,0.0,1828.9873636023374,1534.615987167793
63,0.59,1.0,0.0,79810353067.67004,1371332907.6740701,584.8642857142858,0.0,0.0,0.0,0.0,1837.7692249823535,1540.2900706765924
64,0.59,1.0,0.0,79810353067.67004,1371332907.6740701,584.8642857142858,0.0,0.0,0.0,0.0,1796.9950140285744,1515.124365324719
65,0.5915,1.0,0.0,79810353067.67004,1371332907.6740701,584.8642857142858,0.0,0.0,0.0,0.0,1777.915961375474,1503.814430157519
66,0.5915,1.0,0.0,79810353067.67004,1371332907.6740701,584.8642857142858,0.0,0.0,0.0,0.0,1775.7118935541398,1503.643043022634
67,0.5915,1.0,0.0,79772679499.1318,1371089967.3254337,584.8642857142858,0.0,0.0,0.0,0.0,1745.7609535930749,1488.1539548699902
68,0.5915,1.0,0.0,79772679499.1318,1371089967.3254337,584.8642857142858,0.0,0.0,0.0,0.0,1768.214233263567,1500.0298886532628
69,0.5915,1.0,0.0,79653524718.67159,1371089967.3254337,584.8642857142858,0.0,0.0,0.0,0.0,1768.8011147785471,1501.8241845165783
70,0.5935,1.0,0.0,79653524718.67159,1371089967.3254337,584.8642857142858,0.0,0.0,0.0,0.0,1741.3502954796027,1486.0300040878456
71,0.5935,1.0,0.0,79653524718.67159,1369691962.6151516,584.8642857142858,0.0,0.0,0.0,0.0,1749.4942512410382,1485.290808171168
72,0.5935,1.0,0.0,79653524718.67159,1369691962.6151516,584.8642857142858,0.0,0.0,0.0,0.0,1765.3268742422445,1496.40462910829
73,0.5935,1.0,0.0,79653524718.67159,1369691962.6151516,584.8642857142858,0.0,0.0,0.0,0.0,1769.7774730086617,1502.4641037639472
74,0.5935,1.0,0.0,79653524718.67159,1369505355.7988,584.8642857142858,0.0,0.0,0.0,0.0,1768.793383037085,1502.1922442150753
75,0.5965,1.0,0.0,79213227080.28926,1369505355.7988,584.8642857142858,0.0,0.0,0.0,0.0,1742.3599046325112,1483.5887712124998
76,0.5965,1.0,0.0,79213227080.28926,1369505355.7988,584.8642857142858,0.0,0.0,0.0,0.0,1734.4391834876012,1478.336001342069
77,0.5965,1.0,0.0,79213227080.28926,1369505355.7988,584.8642857142858,0.0,0.0,0.0,0.0,1754.9406691775805,1496.6734092846566
78,0.5965,1.0,0.0,78244283420.35304,1369505355.7988,584.8642857142858,0.0,0.0,0.0,0.0,1759.0074166664012,1500.7253674974706
79,0.5965,1.0,0.0,78244283420.35304,1369505355.7988,584.8642857142858,0.0,0.0,0.0,0.0,1797.4343662712567,1523.2434324099602
80,0.599,1.0,0.0,78244283420.35304,1368328144.5534477,584.8642857142858,0.0,0.0,0.0,0.0,1862.7743612487002,1558.5766939551138
81,0.599,1.0,0.0,78244283420.35304,1368328144.5534477,584.8642857142858,0.0,0.0,0.0,0.0,1887.3293217941982,1576.1980099014663
82,0.599,1.0,0.0,78244283420.35304,1368328144.5534477,584.8642857142858,0.0,0.0,0.0,0.0,1889.0129420104286,1576.442784150912
83,0.599,1.0,0.0,78244283420.35304,1368328144.5534477,584.8642857142858,0.0,0.0,0.0,0.0,1898.316063045284,1578.1639991025534
84,0.599,1.0,0.0,77968467570.31033,1368328144.5534477,584.8642857142858,0.0,0.0,0.0,0.0,1898.1084048815333,1576.5000325011822
85,0.5995,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1903.0061435488146,1580.9339478882525
86,0.5995,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1866.7541584964645,1555.8865277483123
87,0.5995,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1879.5005426352739,1564.526375455174
88,0.5995,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1881.246521644203,1563.8548799754399
89,0.5995,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1866.7272488160784,1552.0841972486742
90,0.601,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1874.2221553183037,1560.2013174130927
91,0.601,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1877.9533939444107,1565.5259955229556
92,0.601,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1885.6310414478166,1570.8557890928826
93,0.601,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1890.1537420267096,1570.7738647289498
94,0.601,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1897.9129114998834,1578.6766118338937
95,0.601,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1915.4491500075833,1591.5772634647392
96,0.601,1.0,0.0,77968467570.31033,1367572305.1258602,584.8642857142858,0.0,0.0,0.0,0.0,1917.2608413371688,1594.9181786021857
97,0.601,1.0,0.0,77968467570.31033,1367215929.0893893,584.8642857142858,0.0,0.0,0.0,0.0,1873.8013157507703,1567.6751603311736
98,0.601,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1870.9567033382898,1567.2394510950962
99,0.601,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1865.8278940046619,1570.1208953300145
100,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1861.506573906965,1573.4211735349968
101,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1859.4789490769347,1572.4613567874255
102,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1865.1183491916536,1577.3439151066164
103,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1868.1194366343025,1576.464032251394
104,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1859.0724911289258,1571.0186335471356
105,0.604,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1859.0661641413033,1569.1572968999324
106,0.604,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1846.9911032201203,1563.8348082896937
107,0.604,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1859.8611955064637,1570.490729380929
108,0.604,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1869.2503302135842,1574.3152340824588
109,0.604,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1872.658482746359,1581.2266340968645
110,0.603,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1854.630452043804,1564.2169161954523
111,0.603,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1861.4747090173905,1566.7785956110272
112,0.603,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1841.9727227034884,1553.0470137572927
113,0.603,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1844.8120535885546,1553.4630232898405
114,0.603,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1870.4190686459485,1569.9279794446413
115,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1854.8359238183634,1556.3530463328332
116,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1866.1607071400708,1570.2042553848223
117,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1857.644789822985,1562.8146601454837
118,0.602,1.0,0.0,77968467570.31033,1367152916.6132102,584.8642857142858,0.0,0.0,0.0,0.0,1858.8958990669332,1562.737714810566
119,0.602,1.0,0.0,77968467570.31033,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1830.7967755316233,1542.7815663589965
120,0.6025,1.0,0.0,77968467570.31033,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1840.7746268723024,1552.8449829615806
121,0.6025,1.0,0.0,77968467570.31033,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1863.8381407625748,1566.9386314967203
122,0.6025,1.0,0.0,77968467570.31033,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1852.3761446893498,1562.8189257201375
123,0.6025,1.0,0.0,77968467570.31033,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1830.4731909562615,1546.2092015029702
124,0.6025,1.0,0.0,77968467570.31033,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1816.8305641990396,1534.0183206401323
125,0.6035,1.0,0.0,77878410136.27469,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1816.152795418248,1539.1290529816542
126,0.6035,1.0,0.0,77878410136.27469,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1822.3732380738486,1544.3265304118174
127,0.6035,1.0,0.0,77793785939.18661,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1856.482211187702,1566.7729270361888
128,0.6035,1.0,0.0,77793785939.18661,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1863.9799501764185,1570.9518456277765
129,0.6035,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1896.4181075719112,1590.3196078956896
130,0.606,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1850.963412086933,1559.4797628352123
131,0.606,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1853.4262319488885,1558.4451025414955
132,0.606,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1860.3936701847322,1565.4214016775857
133,0.606,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1869.008731346211,1570.4020728700143
134,0.606,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1881.6191018612462,1578.9132330235436
135,0.6065,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1866.7148250691157,1568.7905532615036
136,0.6065,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1856.976634636408,1559.4746118078087
137,0.6065,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1852.3365463037896,1558.7468978969634
138,0.6065,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1842.5095023738395,1554.8994746356025
139,0.6065,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1855.9813349776878,1563.2086554219914
140,0.607,1.0,0.0,77322967012.62273,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1850.378940640235,1556.01867373013
141,0.607,1.0,0.0,76808955285.64496,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1858.241776331951,1562.8749372320917
142,0.607,1.0,0.0,76808955285.64496,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1848.2401341853779,1561.5457461275737
143,0.607,1.0,0.0,76808955285.64496,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1842.7611994856952,1556.7848372729957
144,0.607,1.0,0.0,76808955285.64496,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1841.9455941802835,1554.4038191882248
145,0.6085,1.0,0.0,76808955285.64496,1367121777.472305,584.8642857142858,0.0,0.0,0.0,0.0,1858.1589923247882,1566.9114828486993
146,0.6085,1.0,0.0,76808955285.64496,1366886913.543588,584.8642857142858,0.0,0.0,0.0,0.0,1852.8671900034226,1567.1069206294035
147,0.6085,1.0,0.0,76808955285.64496,1366886913.543588,584.8642857142858,0.0,0.0,0.0,0.0,1831.9228358497182,1549.121876542711
148,0.6085,1.0,0.0,76808955285.64496,1366886913.543588,584.8642857142858,0.0,0.0,0.0,0.0,1841.0769124779788,1554.3340040921773
149,0.6085,1.0,0.0,76808955285.64496,1366886913.543588,584.8642857142858,0.0,0.0,0.0,0.0,1819.12897079198,1543.6509419804938
150,0.6085,1.0,0.0,76808955285.64496,1366886913.543588,584.8642857142858,0.0,0.0,0.0,0.0,1824.0061425965644,1545.5320474478733
151,0.6085,1.0,0.0,76808955285.64496,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1840.3352531737441,1561.4665568991552
152,0.6085,1.0,0.0,76808955285.64496,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1846.6077321628081,1567.2300725965467
153,0.6085,1.0,0.0,76808955285.64496,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1837.4741807690782,1557.6250955448088
154,0.6085,1.0,0.0,76806546856.9599,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1852.2919713983433,1566.9649517076937
155,0.609,1.0,0.0,76806546856.9599,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1858.3528213835566,1572.0519273841142
156,0.609,1.0,0.0,76806546856.9599,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1838.9218970161965,1563.0408804172337
157,0.609,1.0,0.0,76806546856.9599,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1851.2501836595218,1572.14815114285
158,0.609,1.0,0.0,76806546856.9599,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1854.2787053049635,1572.7705926651784
159,0.609,1.0,0.0,76806546856.9599,1366369950.1171508,584.8642857142858,0.0,0.0,0.0,0.0,1842.4164776071957,1563.8167564581477
